,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` chinois on,' 2709 main st. ',` los angeles ',310/399 -4800,continental,162,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,"('ltable_name', 'ltable_addr')","[""` schatzi on main '"", ""' 3110 main st. '""]","['` chinois on', ""' 2709 main st. '""]",0.066611305,0.9333887,2
33,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 3110 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,"('rtable_name', 'rtable_addr')","[""` chinois on main '"", ""' 2709 main st. '""]","[""` schatzi on main '"", ""' 3110 main st. '""]",0.03595592,0.96404403,2
34,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',los angeles ',310-392-9025,` pacific new wave ',5,"('rtable_name', 'rtable_city')","[""` chinois on main '"", ""` santa monica '""]","[""` schatzi on main '"", ""los angeles '""]",0.15427633,0.8457237,2
35,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',` santa monica ',310/399 -4800,` pacific new wave ',5,"('rtable_name', 'rtable_phone')","[""` chinois on main '"", '310-392-9025']","[""` schatzi on main '"", '310/399 -4800']",0.11935011,0.8806499,2
36,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',` santa monica ',310-392-9025,continental,5,"('rtable_name', 'rtable_res_type')","[""` chinois on main '"", ""` pacific new wave '""]","[""` schatzi on main '"", 'continental']",0.018459009,0.98154104,2
37,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',162,"('rtable_name', 'rtable_class')","[""` chinois on main '"", 5]","[""` schatzi on main '"", 162]",0.046360336,0.9536396,2
240,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',` los angeles ',310-392-9025,` pacific new wave ',5,"('rtable_name', 'rtable_city')","[""` chinois on main '"", ""` santa monica '""]","[""` schatzi on main '"", ""` los angeles '""]",0.1189045,0.88109547,2
239,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,"('rtable_name', 'rtable_addr')","[""` chinois on main '"", ""' 2709 main st. '""]","[""` schatzi on main '"", ""main st. '""]",0.04215371,0.9578463,2
238,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162,` schatzi on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,"('rtable_name',)","[""` chinois on main '""]","[""` schatzi on main '""]",0.11935011,0.8806499,2
105,` chinois on main ',' 3110 main st. ',` los angeles ',310/399 -4800,` pacific new wave ',162,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,"('ltable_name', 'ltable_res_type')","[""` schatzi on main '"", 'continental']","[""` chinois on main '"", ""` pacific new wave '""]",0.39124277,0.60875726,2
