,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,musicalis guitar workshop,global-software-publishing,1199.0,scrapbook designer platinum,global-software-publishing,12.9,1
1,musicalis guitar workshop,intuit,9.99,musicalis universal guitar workshop,global-software-publishing,12.9,1
2,musicalis guitar workshop,phantom efx,9.99,musicalis universal guitar workshop,global-software-publishing,409.52,1
3,quicken 2007 basic,global-software-publishing,9.99,musicalis universal guitar workshop,riverdeep-learning-company,12.9,1
4,musicalis guitar workshop,global-software-publishing,9.99,adobe photoshop elements 4.0 photo-editing software for mac,global-software-publishing,199.95,1
5,musicalis guitar workshop,global-software-publishing,39.95,musicalis universal guitar workshop,global-software-publishing,12.9,1
6,musicalis guitar workshop,global-software-publishing,9.99,musicalis universal guitar workshop,punch software,23.44,1
7,musicalis guitar workshop,global-software-publishing,9.99,adobe contribute cs3 upgrade,punch software,12.9,1
8,punch ! home design architectura series 18,global-software-publishing,159.98,musicalis universal guitar workshop,global-software-publishing,12.9,1
9,microsoft office & windows training,global-software-publishing,1199.0,musicalis universal guitar workshop,global-software-publishing,12.9,1
