,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
1,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,' 155 e. 55th st. ',` new york city ',212/759 -5941,chinese,60,"('rtable_name', 'rtable_phone')","[""` shun lee palace '"", '212-371-8844']","['oceana', '212/759 -5941']",1,0,0.033718467,0.96628153,2
2,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ','55 e. 54th st.,` new york city ',212/759 -5941,chinese,60,"('rtable_addr', 'rtable_phone')","[""' 155 e. 55th st. '"", '212-371-8844']","[""'55 e. 54th st."", '212/759 -5941']",1,0,0.009490657,0.9905094,2
3,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york ',212/759 -5941,chinese,60,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-371-8844']","[""` new york '"", '212/759 -5941']",1,0,0.17048846,0.8295115,2
4,,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212/759 -5941,seafood,60,"('rtable_phone', 'rtable_res_type')","['212-371-8844', 'chinese']","['212/759 -5941', 'seafood']",1,0,0.21455334,0.78544664,2
59,,oceana,'43 w. 65th st. ',` new york ',212/371 -8844,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('ltable_addr', 'ltable_phone')","[""'55 e. 54th st. '"", '212/759 -5941']","[""'43 w. 65th st. '"", '212/371 -8844']",1,0,0.022442268,0.9775578,2
32,,oceana,'43 w. 65th st. ',` new york ',212/371 -8844,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('ltable_addr', 'ltable_phone')","[""'55 e. 54th st. '"", '212/759 -5941']","[""'43 w. 65th st. '"", '212/371 -8844']",1,0,0.022442268,0.9775578,2
42,,oceana,'55 e. 54th st. ',` new york ',212/371 -8844,asian,60,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('ltable_phone', 'ltable_res_type', 'ltable_class')","['212/759 -5941', 'seafood', 50]","['212/371 -8844', 'asian', 60]",1,0,0.13177279,0.8682272,3
38,,oceana,'43 w. 65th st. ',` new york ',212/371 -8844,asian,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('ltable_addr', 'ltable_phone', 'ltable_res_type')","[""'55 e. 54th st. '"", '212/759 -5941', 'seafood']","[""'43 w. 65th st. '"", '212/371 -8844', 'asian']",1,0,0.15510719,0.8448928,3
37,,oceana,'43 w. 65th st. ',` new york ',212/371 -8844,seafood,50,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('ltable_addr', 'ltable_city', 'ltable_phone')","[""'55 e. 54th st. '"", ""` new york '"", '212/759 -5941']","[""'43 w. 65th st. '"", ""` new york '"", '212/371 -8844']",1,0,0.022221444,0.9777786,3
69,,oceana,'55 e. 54th st. ',` new york ',212/371 -8844,asian,60,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,"('ltable_phone', 'ltable_res_type', 'ltable_class')","['212/759 -5941', 'seafood', 50]","['212/371 -8844', 'asian', 60]",1,0,0.13177279,0.8682272,3
