,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,outcome
0,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Big Time Lift Ticket American Red Ale,Pizza Port &#40; Ocean Beach &#41;,Irish Ale,-,0
1,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Big Time Lift Ticket American Red Ale,Alley Kat Brewing Company,Irish Ale,5.60 %,0
2,Rocket City Red,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,-,0
3,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Big Time Lift Ticket American Red Ale,Alley Kat Brewing Company,Amber Ale,-,0
4,Rocky Point Red Ale,Phillips Brewing Company,American Amber / Red Ale,5.50 %,Big Time Lift Ticket American Red Ale,Alley Kat Brewing Company,Irish Ale,-,0
5,Rocket City Red,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,Irish Ale,8.79 %,0
6,Inception Series - Runnin ' With The Devil,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Alley Kat Rocky Mountain Red Ale &#40; The Cheesecake Cafe &#41;,Alley Kat Brewing Company,American Strong Ale,-,0
7,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Sick N Twisted Pleasure Victim Amber Ale,Alley Kat Brewing Company,Irish Ale,-,0
8,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Sick N Twisted Pleasure Victim Amber Ale,Heist Brewery,Irish Ale,-,0
9,Rocky Point Red Ale,Revival Brewing Co. .,American Amber / Red Ale,5.50 %,Big Time Lift Ticket American Red Ale,Alley Kat Brewing Company,Irish Ale,-,0
