,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,outcome
0,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,nan,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,nan,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,Flight School [ Explicit ],Rock,$ 1.29,nan,nan,"May 27 , 2003",0
1,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,Fetty Wap ( Deluxe ),nan,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,17-Apr-09,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,nan,Rock,$ 1.29,nan,nan,"May 27 , 2003",0
2,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,nan,$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,nan,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,nan,Rock,$ 1.29,nan,nan,"May 27 , 2003",0
3,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,nan,$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,nan,14-Oct-14,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,nan,Rock,$ 1.29,nan,nan,"May 27 , 2003",0
4,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,nan,$ 1.29,nan,nan,nan,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,nan,Rock,$ 1.29,nan,nan,"May 27 , 2003",0
5,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,nan,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,Taylor Swift,nan,Rock,$ 1.29,nan,nan,"May 27 , 2003",0
6,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,nan,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,nan,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,nan,"Electronica , Dance & Electronic , Dubstep",$ 1.29,nan,nan,"May 27 , 2003",0
7,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Florida Georgia Line,nan,nan,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,nan,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,nan,Rock,$ 1.29,nan,3:59,"May 27 , 2003",0
8,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,nan,$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",nan,14-Oct-14,45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,nan,Rock,$ 1.29,nan,nan,"May 27 , 2003",0
9,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",Shinedown,nan,nan,$ 1.29,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,nan,It 's Nothin ( feat . 2 Chainz ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop,nan,nan,Rock,$ 1.29,nan,nan,"May 27 , 2003",0
