,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,- projection screen - 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title',)",['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99'],['- projection screen - 133 in - 16 9 - high power da-lite 904.95'],0.030353202,0.96964675,2
96,da-lite advantage manual with csr - projection screen - 133 in - 16,home audio theater,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_category')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['da-lite advantage manual with csr - projection screen - 133 in - 16', 'home audio theater']",0.13425541,0.8657446,2
88,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_category')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95', 'home']",0.47460988,0.5253901,2
80,da-lite advance tv quick link wall mount for 32 - 35 monitors furniture da-lite,,,,282.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_price')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['da-lite advance tv quick link wall mount for 32 - 35 monitors furniture da-lite', 282.99]",0.3475856,0.65241444,2
72,- 16 9 - high power da-lite 904.95,home audio theater,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_category')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['- 16 9 - high power da-lite 904.95', 'home audio theater']",0.3307806,0.66921943,2
64,da-lite advantage manual with csr - projection screen - 133 in - 16 9,home audio theater,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_category')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['da-lite advantage manual with csr - projection screen - 133 in - 16 9', 'home audio theater']",0.3931612,0.60683876,2
52,projection screen - 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_price')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['projection screen - 133 in - 16 9 - high power da-lite 904.95', nan]",0.08798638,0.9120136,2
50,projection screen - 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_brand')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['projection screen - 133 in - 16 9 - high power da-lite 904.95', nan]",0.08798638,0.9120136,2
49,projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_category')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['projection screen - 133 in - 16 9 - high power da-lite 904.95', 'home audio theater']",0.031292267,0.96870774,2
48,projection screen - 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title',)",['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99'],['projection screen - 133 in - 16 9 - high power da-lite 904.95'],0.08798638,0.9120136,2
36,- 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_price')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['- 133 in - 16 9 - high power da-lite 904.95', nan]",0.30164027,0.69835967,2
35,- 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_modelno')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['- 133 in - 16 9 - high power da-lite 904.95', nan]",0.30164027,0.69835967,2
34,- 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_brand')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['- 133 in - 16 9 - high power da-lite 904.95', nan]",0.30164027,0.69835967,2
33,- 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_category')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['- 133 in - 16 9 - high power da-lite 904.95', 'home audio theater']",0.055954374,0.9440456,2
32,- 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title',)",['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99'],['- 133 in - 16 9 - high power da-lite 904.95'],0.30164027,0.69835967,2
24,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,theater,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_category')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95', 'theater']",0.26308173,0.73691833,2
51,projection screen - 133 in - 16 9 - high power da-lite 904.95,,,,,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,,,,"('ltable_title', 'ltable_modelno')","['da-lite high power model b manual screen with csr - 84 x 84 av format electronics - general da-lite 85303 372.99', nan]","['projection screen - 133 in - 16 9 - high power da-lite 904.95', nan]",0.08798638,0.9120136,2
