,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,lexmark,nan,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,0
1,los angeles lakers ipod touch 4g hard case fva4614,nan,nan,nan,11.58,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,1
2,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,tv accessories,nan,nan,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,1
3,belkin 10.2 netbook neoprene sleeve - black belkin,nan,nan,nan,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,1
4,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms,nan,nan,nan,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,1
5,griffin ipod touch 4g formfit case pink clear arkon,nan,nan,nan,nan,uniden slimline corded phone with cid cw - un-1260bk uniden,home audio theater,nan,nan,nan,1
6,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,nan,nan,nan,7443.99,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,0
7,antec tricool 92mm double ball bearing case fan electronics - general antec tricool 92mm dbb 8.25,nan,nan,nan,8.88,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,1
8,los angeles lakers ipod touch 4g hard case fva4614,nan,nan,nan,nan,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,home audio theater,nan,nan,nan,1
9,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,nan,nan,nan,nan,da-lite advantage manual with csr - projection screen - 133 in - 16 9 - high power da-lite 904.95,home audio theater,nan,nan,nan,1
