,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,global-software-publishing,229.99,microsoft excel 2004 ( mac ),global-software-publishing,539.95,microsoft ( r ) office ultimate 2007,1
1,sony-pictures-digital-entertainment,229.99,microsoft excel 2004 ( mac ),global-software-publishing,409.52,microsoft ( r ) office ultimate 2007,1
2,global-software-publishing,229.99,microsoft excel 2004 ( mac ),global-software-publishing,20.95,microsoft ( r ) office ultimate 2007,1
3,global-software-publishing,229.99,final draft av 2.5 win/mac,global-software-publishing,539.95,microsoft ( r ) office ultimate 2007,1
4,global-software-publishing,229.99,learning quickbooks 2007,global-software-publishing,539.95,microsoft ( r ) office ultimate 2007,1
5,me-too-software,229.99,instant immersion 33 languages,riverdeep-learning-company,229.95,microsoft ( r ) office ultimate 2007,1
6,global-software-publishing,99.95,microsoft excel 2004 ( mac ),global-software-publishing,539.95,microsoft ( r ) office ultimate 2007,1
7,global-software-publishing,229.99,final draft av 2.5 win/mac,global-software-publishing,99.99,microsoft ( r ) office ultimate 2007,1
8,global-software-publishing,229.99,i transfer dvds 2 ipod edition ( win/mac ),global-software-publishing,20.95,microsoft ( r ) office ultimate 2007,1
9,sony-pictures-digital-entertainment,999.0,microsoft excel 2004 ( mac ),global-software-publishing,45.97,phantom efx reel deal casino shuffle master edition,1
