,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,car stereos,nan,180.0,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,nan,nan,nan,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
1,nan,car stereos,nan,90.88,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,nan,nan,nan,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
2,nan,car stereos,nan,239.88,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,nan,nan,nan,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
3,nan,car stereos,nan,180.0,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,nan,nan,16.87,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
4,nan,car stereos,nan,180.0,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,nan,nan,nan,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,1
5,nan,car stereos,nan,180.0,sony 16gb class 4 sd memory card sony 0.0,nan,nan,nan,nan,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
6,nan,digital cameras,nan,90.88,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,nan,nan,nan,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
7,accell,car stereos,nan,239.88,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,nan,nan,nan,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
8,nan,car stereos,nan,180.0,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,oki,nan,nan,16.87,boss bv8966b in-dash 7 dvd mp3 cd receiver with usb sd card bluetooth and front panel aux input accessories supplies boss 180.95,1
9,nan,car stereos,nan,180.0,srs labs analog rca volume leveler srs labs dct6s 59.99,nan,nan,nan,nan,ifrogz luxe lean case for ipod touch 4g gun metal cases ifrogz,1
