,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,micromat inc. diskstudio,,85.95,"('rtable_title',)",['adobe photoshop elements 4.0 photo-editing software for mac'],['micromat inc. diskstudio'],1,0,0.04987909,0.9501209,2
28,,adobe photoshop elements 4.0 photo-editing software,adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title',)",['adobe photoshop elements 4.0 ( mac )'],['adobe photoshop elements 4.0 photo-editing software'],1,0,0.021142488,0.97885746,2
32,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 mac,,85.95,"('rtable_title',)",['adobe photoshop elements 4.0 photo-editing software for mac'],['adobe photoshop elements 4.0 mac'],1,0,0.10192359,0.89807636,2
26,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['adobe photoshop elements 4.0 photo-editing software for mac', 85.95]","['ios ent cd374-esk9 = )', 2814.33]",1,0,0.017166425,0.9828335,2
25,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,ios ent cd374-esk9 = ),cisco systems enterprise,85.95,"('rtable_title', 'rtable_manufacturer')","['adobe photoshop elements 4.0 photo-editing software for mac', nan]","['ios ent cd374-esk9 = )', 'cisco systems enterprise']",1,0,0.017875182,0.9821248,2
24,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,ios ent cd374-esk9 = ),,85.95,"('rtable_title',)",['adobe photoshop elements 4.0 photo-editing software for mac'],['ios ent cd374-esk9 = )'],1,0,0.031638302,0.96836174,2
33,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 mac,,85.95,"('rtable_title', 'rtable_manufacturer')","['adobe photoshop elements 4.0 photo-editing software for mac', nan]","['adobe photoshop elements 4.0 mac', nan]",1,0,0.025559673,0.97444034,2
22,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,upgrade 3d for,,,"('rtable_title', 'rtable_price')","['adobe photoshop elements 4.0 photo-editing software for mac', 85.95]","['upgrade 3d for', nan]",1,0,0.027375802,0.9726241,2
21,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,upgrade 3d for,hummingbird communications,85.95,"('rtable_title', 'rtable_manufacturer')","['adobe photoshop elements 4.0 photo-editing software for mac', nan]","['upgrade 3d for', 'hummingbird communications']",1,0,0.023194922,0.97680515,2
20,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,upgrade 3d for,,85.95,"('rtable_title',)",['adobe photoshop elements 4.0 photo-editing software for mac'],['upgrade 3d for'],1,0,0.29853508,0.7014649,2
38,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,3745 ser ios ent cd374-esk9 = ),,2814.33,"('rtable_title', 'rtable_price')","['adobe photoshop elements 4.0 photo-editing software for mac', 85.95]","['3745 ser ios ent cd374-esk9 = )', 2814.33]",1,0,0.015386659,0.9846133,2
18,,adobe photoshop elements 4.0 ( mac ),microspot ltd.,99.95,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_manufacturer', 'ltable_price')","['adobe', 89.99]","['microspot ltd.', 99.95]",1,0,0.12580688,0.8741931,2
17,,microspot interiors ( mac ),adobe,99.95,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_price')","['adobe photoshop elements 4.0 ( mac )', 89.99]","['microspot interiors ( mac )', 99.95]",1,0,0.048848107,0.9511519,2
16,,microspot interiors ( mac ),microspot ltd.,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_manufacturer')","['adobe photoshop elements 4.0 ( mac )', 'adobe']","['microspot interiors ( mac )', 'microspot ltd.']",1,0,0.031695362,0.96830463,2
29,,adobe photoshop elements 4.0 photo-editing software,,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_manufacturer')","['adobe photoshop elements 4.0 ( mac )', 'adobe']","['adobe photoshop elements 4.0 photo-editing software', nan]",1,0,0.01670971,0.9832903,2
34,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 mac,,79.99,"('rtable_title', 'rtable_price')","['adobe photoshop elements 4.0 photo-editing software for mac', 85.95]","['adobe photoshop elements 4.0 mac', 79.99]",1,0,0.021599285,0.9784007,2
13,,photoshop elements 4.0 photo-editing software for mac,,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_manufacturer')","['adobe photoshop elements 4.0 ( mac )', 'adobe']","['photoshop elements 4.0 photo-editing software for mac', nan]",1,0,0.016458083,0.98354185,2
12,,photoshop elements 4.0 photo-editing software for mac,adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title',)",['adobe photoshop elements 4.0 ( mac )'],['photoshop elements 4.0 photo-editing software for mac'],1,0,0.017949628,0.9820504,2
10,,adobe photoshop elements 4.0 photo-editing software for,adobe,85.95,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_price')","['adobe photoshop elements 4.0 ( mac )', 89.99]","['adobe photoshop elements 4.0 photo-editing software for', 85.95]",1,0,0.01580487,0.9841951,2
9,,adobe photoshop elements 4.0 photo-editing software for,,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_manufacturer')","['adobe photoshop elements 4.0 ( mac )', 'adobe']","['adobe photoshop elements 4.0 photo-editing software for', nan]",1,0,0.01698523,0.9830148,2
8,,adobe photoshop elements 4.0 photo-editing software for,adobe,89.99,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title',)",['adobe photoshop elements 4.0 ( mac )'],['adobe photoshop elements 4.0 photo-editing software for'],1,0,0.019110046,0.9808899,2
36,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,3745 ser ios ent cd374-esk9 = ),,85.95,"('rtable_title',)",['adobe photoshop elements 4.0 photo-editing software for mac'],['3745 ser ios ent cd374-esk9 = )'],1,0,0.020060716,0.97993934,2
6,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 mac,,79.99,"('rtable_title', 'rtable_price')","['adobe photoshop elements 4.0 photo-editing software for mac', 85.95]","['adobe photoshop elements 4.0 mac', 79.99]",1,0,0.021599285,0.9784007,2
5,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 mac,,85.95,"('rtable_title', 'rtable_manufacturer')","['adobe photoshop elements 4.0 photo-editing software for mac', nan]","['adobe photoshop elements 4.0 mac', nan]",1,0,0.025559673,0.97444034,2
4,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 mac,,85.95,"('rtable_title',)",['adobe photoshop elements 4.0 photo-editing software for mac'],['adobe photoshop elements 4.0 mac'],1,0,0.10192359,0.89807636,2
37,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,85.95,"('rtable_title', 'rtable_manufacturer')","['adobe photoshop elements 4.0 photo-editing software for mac', nan]","['3745 ser ios ent cd374-esk9 = )', 'cisco systems enterprise']",1,0,0.017403742,0.9825963,2
2,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,micromat inc. diskstudio,,43.36,"('rtable_title', 'rtable_price')","['adobe photoshop elements 4.0 photo-editing software for mac', 85.95]","['micromat inc. diskstudio', 43.36]",1,0,0.020073203,0.97992676,2
1,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,micromat inc. diskstudio,,85.95,"('rtable_title', 'rtable_manufacturer')","['adobe photoshop elements 4.0 photo-editing software for mac', nan]","['micromat inc. diskstudio', nan]",1,0,0.02329036,0.9767096,2
14,,photoshop elements 4.0 photo-editing software for mac,adobe,85.95,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_price')","['adobe photoshop elements 4.0 ( mac )', 89.99]","['photoshop elements 4.0 photo-editing software for mac', 85.95]",1,0,0.015645469,0.9843545,2
30,,adobe photoshop elements 4.0 photo-editing software,adobe,85.95,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_price')","['adobe photoshop elements 4.0 ( mac )', 89.99]","['adobe photoshop elements 4.0 photo-editing software', 85.95]",1,0,0.015620126,0.9843799,2
35,,adobe photoshop elements 4.0 ( mac ),adobe,89.99,adobe photoshop elements 4.0 mac,,79.99,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['adobe photoshop elements 4.0 photo-editing software for mac', nan, 85.95]","['adobe photoshop elements 4.0 mac', nan, 79.99]",1,0,0.022406377,0.97759366,3
19,,microspot interiors ( mac ),microspot ltd.,99.95,adobe photoshop elements 4.0 photo-editing software for mac,,85.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['adobe photoshop elements 4.0 ( mac )', 'adobe', 89.99]","['microspot interiors ( mac )', 'microspot ltd.', 99.95]",1,0,0.02601437,0.9739856,3
