,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"choices in the marketplace : a basic unit on consumer economics pt heyne , l stevahn",,"acm transactions on database systems ,",,"('rtable_title',)","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0']","['choices in the marketplace : a basic unit on consumer economics pt heyne , l stevahn']",0.046874102,0.9531259,2
22,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"open oodb : a modular object-oriented dbms s ford , ja blakeley , tj bannon proceedings of the 1993 acm sigmod international conference & hellip ; ,",,,,"('rtable_title', 'rtable_venue')","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0', 'acm transactions on database systems ,']","['open oodb : a modular object-oriented dbms s ford , ja blakeley , tj bannon proceedings of the 1993 acm sigmod international conference & hellip ; ,', nan]",0.008063456,0.99193656,2
23,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"open oodb : a modular object-oriented dbms s ford , ja blakeley , tj bannon proceedings of the 1993 acm sigmod international conference & hellip ; ,",,"acm transactions on database systems ,",1993.0,"('rtable_title', 'rtable_year')","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0', nan]","['open oodb : a modular object-oriented dbms s ford , ja blakeley , tj bannon proceedings of the 1993 acm sigmod international conference & hellip ; ,', 1993.0]",0.002798275,0.9972017,2
28,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"bargaining and network structure : an experiment g charness , m corominas-bosch , gr frechette",,"acm transactions on database systems ,",,"('rtable_title',)","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0']","['bargaining and network structure : an experiment g charness , m corominas-bosch , gr frechette']",0.062396858,0.9376032,2
29,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"bargaining and network structure : an experiment g charness , m corominas-bosch , gr frechette",,"acm transactions on database systems ,",,"('rtable_title', 'rtable_authors')","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0', nan]","['bargaining and network structure : an experiment g charness , m corominas-bosch , gr frechette', nan]",0.062396858,0.9376032,2
31,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"bargaining and network structure : an experiment g charness , m corominas-bosch , gr frechette",,"acm transactions on database systems ,",,"('rtable_title', 'rtable_year')","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0', nan]","['bargaining and network structure : an experiment g charness , m corominas-bosch , gr frechette', nan]",0.062396858,0.9376032,2
36,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"fast decision procedures based on congruence closure g nelson , dc oppen 1980.0",,"acm transactions on database systems ,",,"('rtable_title',)","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0']","['fast decision procedures based on congruence closure g nelson , dc oppen 1980.0']",0.24879108,0.7512089,2
37,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"fast decision procedures based on congruence closure g nelson , dc oppen 1980.0",,"acm transactions on database systems ,",,"('rtable_title', 'rtable_authors')","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0', nan]","['fast decision procedures based on congruence closure g nelson , dc oppen 1980.0', nan]",0.24879098,0.75120896,2
38,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"fast decision procedures based on congruence closure g nelson , dc oppen 1980.0",,"journal of the acm ( jacm ) ,",,"('rtable_title', 'rtable_venue')","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0', 'acm transactions on database systems ,']","['fast decision procedures based on congruence closure g nelson , dc oppen 1980.0', 'journal of the acm ( jacm ) ,']",0.13742217,0.8625778,2
39,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"fast decision procedures based on congruence closure g nelson , dc oppen 1980.0",,"acm transactions on database systems ,",,"('rtable_title', 'rtable_year')","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0', nan]","['fast decision procedures based on congruence closure g nelson , dc oppen 1980.0', nan]",0.24879108,0.7512089,2
44,opt + + : an object-oriented implementation for extensible database query optimization 1999,"n kabra , d dewitt",vldb j.,,"a measurement-based call admission control for integrated serives packet networks s jamin , p danzig , s shenker , l zhang proc . acm",,"acm transactions on database systems ,",,"('rtable_title',)","['description logics for semantic query optimization in object-oriented database systems d beneventano , s bergamaschi , c sartori 2003.0']","['a measurement-based call admission control for integrated serives packet networks s jamin , p danzig , s shenker , l zhang proc . acm']",0.0033830306,0.996617,2
