,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Scuttlebutt Amber,Due South Brewing Co. .,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Scuttlebutt Amber', '5.10 %']",0.3265838027000427,0.6734161972999573,2
188,BB10,Due South Brewing Co. .,American Barleywine,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'American Amber / Red Ale']","['BB10', 'American Barleywine']",0.2215976119041443,0.7784023880958557,2
189,BB10,Due South Brewing Co. .,American Amber / Red Ale,10.00 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['BB10', '10.00 %']",0.25295090675354004,0.74704909324646,2
194,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Havannah,Scuttlebutt Brewing Co. .,Amber Ale,7.10 %,"('rtable_Beer_Name', 'rtable_Style')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'American Strong Ale']","['Havannah', 'Amber Ale']",0.45057082176208496,0.549429178237915,2
198,Boutefeu,Due South Brewing Co. .,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Boutefeu', '5.10 %']",0.26346516609191895,0.736534833908081,2
202,Happy Ending,Due South Brewing Co. .,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Happy Ending', '5.10 %']",0.4447956085205078,0.5552043914794922,2
206,Micoua,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Batch 200 _ `` Olympus Mons Imperial Red Ale'],['Micoua'],0.46220141649246216,0.5377985835075378,2
207,Micoua,Microbrasserie St-Pancrace,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'Due South Brewing Co. .']","['Micoua', 'Microbrasserie St-Pancrace']",0.4049018621444702,0.5950981378555298,2
208,Micoua,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'American Amber / Red Ale']","['Micoua', 'American Amber / Red Ale']",0.46220141649246216,0.5377985835075378,2
209,Micoua,Due South Brewing Co. .,American Amber / Red Ale,-,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Micoua', '-']",0.3757554888725281,0.6242445111274719,2
218,7 Barrios Amber,Due South Brewing Co. .,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['7 Barrios Amber', '5.10 %']",0.35123658180236816,0.6487634181976318,2
222,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Havannah,Scuttlebutt Brewing Co. .,Amber Ale,7.10 %,"('rtable_Beer_Name', 'rtable_Style')","['Scuttlebutt Mateo Loco Imperial Red Ale', 'American Strong Ale']","['Havannah', 'Amber Ale']",0.45057082176208496,0.549429178237915,2
226,Etna,Birravino,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'Due South Brewing Co. .']","['Etna', 'Birravino']",0.49013054370880127,0.5098694562911987,2
228,Qualityrolexbase,Due South Brewing Co. .,American Amber / Red Ale,-,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Qualityrolexbase', '-']",0.4604194760322571,0.5395805239677429,2
232,Capone,Due South Brewing Co. .,American Amber / Red Ale,8.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Capone', '8.10 %']",0.38045233488082886,0.6195476651191711,2
236,Hoppopotamus,Due South Brewing Co. .,American Amber / Red Ale,7.90 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Hoppopotamus', '7.90 %']",0.4757365584373474,0.5242634415626526,2
240,SOHO,Due South Brewing Co. .,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['SOHO', '5.10 %']",0.29525285959243774,0.7047471404075623,2
248,Bastola,Due South Brewing Co. .,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Bastola', '6.10 %']",0.23601603507995605,0.763983964920044,2
254,AMAZ ',Due South Brewing Co. .,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","[""AMAZ '"", '6.10 %']",0.36662840843200684,0.6333715915679932,2
258,Knuckleball,Due South Brewing Co. .,American Amber / Red Ale,5.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Knuckleball', '5.10 %']",0.26824015378952026,0.7317598462104797,2
262,Chiniquy,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Batch 200 _ `` Olympus Mons Imperial Red Ale'],['Chiniquy'],0.4380333423614502,0.5619666576385498,2
263,Chiniquy,Brasserie Artisanale Albion,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'Due South Brewing Co. .']","['Chiniquy', 'Brasserie Artisanale Albion']",0.3994135856628418,0.6005864143371582,2
187,BB10,Birrificio Barley,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'Due South Brewing Co. .']","['BB10', 'Birrificio Barley']",0.2089003324508667,0.7910996675491333,2
264,Chiniquy,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'American Amber / Red Ale']","['Chiniquy', 'American Amber / Red Ale']",0.4380333423614502,0.5619666576385498,2
186,BB10,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name',)",['Batch 200 _ `` Olympus Mons Imperial Red Ale'],['BB10'],0.24808627367019653,0.7519137263298035,2
178,Bastola,Due South Brewing Co. .,American Amber / Red Ale,6.10 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_ABV')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', '9.20 %']","['Bastola', '6.10 %']",0.23601603507995605,0.763983964920044,2
102,Oho-Rojo,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co. .,American Strong Ale,7.10 %,"('ltable_Beer_Name', 'ltable_Style')","['Batch 200 _ `` Olympus Mons Imperial Red Ale', 'American Amber / Red Ale']","['Oho-Rojo', 'American Amber / Red Ale']",0.44242000579833984,0.5575799942016602,2
