,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,paper mate,scanners,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
1,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,nan,scanners,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
2,balt,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,scanners,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
3,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,printer accessories,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
4,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,scanners,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
5,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,home audio theater,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
6,lexmark,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,scanners,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
7,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,external hard drives,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
8,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,scanners,nan,24.09,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
9,nan,nan,nan,479.98,canon imageformula dr-2010c compact color scanner electronics - general canon dr-2010c,canon,scanners,nan,nan,canon 2455b002 imageformula dr-2510c compact color scanner 617.99,1
