,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,sql/xml is making good progress sigmod record,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996.0,binding propagation in disjunctive databases sergio greco,nan,nan,1996.0,0
1,coss : the common object services specifications sigmod conference 1994,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996.0,multiple-view self-maintenance in data warehousing environments nam huyn,nan,nan,1996.0,0
2,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996.0,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,nan,2000.0,0
3,coss : the common object services specifications sigmod conference 1994,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod record,1996.0,multiple-view self-maintenance in data warehousing environments nam huyn,nan,nan,1996.0,0
4,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996.0,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,"per - &#197; ke larson , jonathan goldstein , jingren zhou",nan,2000.0,0
5,coss : the common object services specifications sigmod conference 1994,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod record,1996.0,multiple-view self-maintenance in data warehousing environments nam huyn,nan,the vldb journal -- the international journal on very large data bases,1996.0,1
6,coss : the common object services specifications sigmod conference 1994,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1997.0,secure buffering in firm real-time database systems 2000,nan,international conference on management of data,1996.0,0
7,coss : the common object services specifications sigmod conference 1994,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,nan,"automated selection of materialized views and indexes in sql databases sanjay agrawal , surajit chaudhuri , vivek r. narasayya 2000",nan,the vldb journal -- the international journal on very large data bases,1996.0,0
8,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",luca cardelli,sigmod conference,2002.0,"the piazza peer data management project igor tatarinov , zachary ives , jayant madhavan , alon halevy , dan suciu , nilesh dalvi , xin ( luna ) dong , yana kadiyska , gerome miklau , peter mork",nan,nan,1996.0,0
9,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996.0,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2000.0,0
