,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"Co-Pilot Andy Grammer Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter $ 1.29 3:04 5-Aug-14",,,,,2014 S-Curve Records,5:11,,"Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('ltable_Song_Name', 'ltable_CopyRight')","['Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only', '2015 300 Entertainment/RGF Productions']","['Co-Pilot Andy Grammer Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter $ 1.29 3:04 5-Aug-14', '2014 S-Curve Records']",0.16103344,0.8389666,2
176,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",,,,,2015 300 Entertainment/RGF Productions,5:11,,Hinterm Japanischen Paravent The Bad Examples Dance & Electronic,Fetty Wap,Slow Music,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('rtable_Song_Name', 'rtable_Album_Name')","['Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015', 'Fetty Wap ( Deluxe ) [ Clean ]']","['Hinterm Japanischen Paravent The Bad Examples Dance & Electronic', 'Slow Music']",0.38339993,0.61660004,2
200,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",,,,,2015 300 Entertainment/RGF Productions,5:11,,Guttersnipe deadmau5 Dance & Electronic,Fetty Wap,50 Great Modern Folk Songs,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('rtable_Song_Name', 'rtable_Album_Name')","['Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015', 'Fetty Wap ( Deluxe ) [ Clean ]']","['Guttersnipe deadmau5 Dance & Electronic', '50 Great Modern Folk Songs']",0.32177025,0.6782297,2
280,"Rewind ( feat . Monty ) Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions 5:36",,,,,2015 300 Entertainment/RGF Productions,,,"Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('ltable_Song_Name', 'ltable_Time')","['Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only', '5:11']","['Rewind ( feat . Monty ) Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions 5:36', nan]",0.3490176,0.65098244,2
308,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",,,,,2015 300 Entertainment/RGF Productions,5:11,,Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21,,Fetty Wap ( Deluxe ) [ Clean ],,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('rtable_Song_Name', 'rtable_Artist_Name')","['Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015', 'Fetty Wap']","['Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21', nan]",0.4103112,0.5896888,2
309,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",,,,,2015 300 Entertainment/RGF Productions,5:11,,Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21,Fetty Wap,,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('rtable_Song_Name', 'rtable_Album_Name')","['Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015', 'Fetty Wap ( Deluxe ) [ Clean ]']","['Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21', nan]",0.43790722,0.5620927,2
310,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",,,,,2015 300 Entertainment/RGF Productions,5:11,,Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21,Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('rtable_Song_Name', 'rtable_Price')","['Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015', nan]","['Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21', '$ 1.29']",0.41188744,0.58811253,2
311,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",,,,,2015 300 Entertainment/RGF Productions,5:11,,Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21,Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",,,"('rtable_Song_Name', 'rtable_Time')","['Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015', '5:36']","['Play Hard ( feat . Ne-Yo & Akon ) Camo & Krooked Crossfit Workout [ Explicit ] Dance & Electronic 3:21', nan]",0.431408,0.5685921,2
96,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",,,,,2015 300 Entertainment/RGF Productions,5:11,,"Pagdating Ng Panahon Various Artists DJ Coki ( Presents : Dongalo Remixes ) Adult Contemporary , Pop ( c ) 2003 Viva 5:10",Fetty Wap,,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('rtable_Song_Name', 'rtable_Album_Name')","['Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015', 'Fetty Wap ( Deluxe ) [ Clean ]']","['Pagdating Ng Panahon Various Artists DJ Coki ( Presents : Dongalo Remixes ) Adult Contemporary , Pop ( c ) 2003 Viva 5:10', nan]",0.46121955,0.53878045,2
1,"Co-Pilot Andy Grammer Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter $ 1.29 3:04 5-Aug-14",,,,,2015 300 Entertainment/RGF Productions,,,"Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:36,,"('ltable_Song_Name', 'ltable_Time')","['Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only', '5:11']","['Co-Pilot Andy Grammer Magazines or Novels Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter $ 1.29 3:04 5-Aug-14', nan]",0.44360211,0.5563979,2
