,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,pioneer 6.5 3-way speakers 300w car stereos pioneer,nan,nan,nan,32.88,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,graphics cards,evga,512-p3-1301-kr,34.99,1
1,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,nan,nan,32.88,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,graphics cards,evga,512-p3-1301-kr,34.99,1
2,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,nan,nan,nan,32.88,da-glas base rear projection screen - 70 x 70 av format da-lite,graphics cards,evga,512-p3-1301-kr,34.99,1
3,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,nan,nan,nan,32.88,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,graphics cards,evga,512-p3-1301-kr,34.99,1
4,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,nan,nan,nan,32.88,evga geforce 8400 gs passive 512mb ddr3 pci-express 2.0 graphics card - 3 year limited warranty 512-p3-1301-kr,graphics cards,evga,512-p3-1301-kr,34.99,1
5,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,nan,nan,nan,32.88,evga geforce 8400 gs passive 512mb ddr3 pci-express 2.0 graphics card - 3 year limited warranty 512-p3-1301-kr,computers accessories,evga,512-p3-1301-kr,34.99,1
6,pioneer 6.5 3-way speakers 300w car stereos pioneer,nan,nan,nan,32.88,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,graphics cards,evga,512-p3-1301-kr,34.99,1
7,evga geforce 210 512mb ddr3 pci express graphics card electronics - general evga 512p31310lr,nan,nan,nan,32.88,da-glas base rear projection screen - 70 x 70 av format da-lite,graphics cards,evga,23056,34.99,1
8,griffin ipod touch 4g formfit case pink clear arkon,nan,nan,nan,32.88,antec tricool case fan tricool 120mm 11.19,graphics cards,evga,512-p3-1301-kr,34.99,1
9,balt wheasel easel adjustable melamine dry erase board white stationery & office machinery,nan,nan,nan,32.88,antec tricool case fan tricool 120mm 11.19,graphics cards,evga,512-p3-1301-kr,34.99,1
