,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,Dream ( Vocal ),Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012","('rtable_Song_Name',)","[""Here 's To The Good Times""]",['Dream ( Vocal )'],0.98938084,0.010619184,2
943,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,I 've Just Seen A Face ( Remastered ),Florida Georgia Line,Here 's To The Good Times,Pop,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012","('rtable_Song_Name', 'rtable_Genre')","[""Here 's To The Good Times"", 'Country']","[""I 've Just Seen A Face ( Remastered )"", 'Pop']",0.98873013,0.011269909,2
944,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,I 've Just Seen A Face ( Remastered ),Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012","('rtable_Song_Name', 'rtable_Price')","[""Here 's To The Good Times"", '$ 1.29']","[""I 've Just Seen A Face ( Remastered )"", '$ 1.29']",0.89119893,0.108801074,2
945,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,I 've Just Seen A Face ( Remastered ),Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2013 MPL Communications Inc under exclusive license to StarCon , LLC d/b/a Hear Music",4:10,"December 4 , 2012","('rtable_Song_Name', 'rtable_CopyRight')","[""Here 's To The Good Times"", '( C ) 2012 Big Machine Label Group , LLC']","[""I 've Just Seen A Face ( Remastered )"", '( C ) 2013 MPL Communications Inc under exclusive license to StarCon , LLC d/b/a Hear Music']",0.5113779,0.48862213,2
946,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,I 've Just Seen A Face ( Remastered ),Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",2:10,"December 4 , 2012","('rtable_Song_Name', 'rtable_Time')","[""Here 's To The Good Times"", '4:10']","[""I 've Just Seen A Face ( Remastered )"", '2:10']",0.7415489,0.25845113,2
947,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,I 've Just Seen A Face ( Remastered ),Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"May 28 , 2013","('rtable_Song_Name', 'rtable_Released')","[""Here 's To The Good Times"", 'December 4 , 2012']","[""I 've Just Seen A Face ( Remastered )"", 'May 28 , 2013']",0.82274187,0.1772581,2
948,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,Here 's To The Good Times,Paul McCartney And Wings,Wings Over America ( Remastered ),Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012","('rtable_Artist_Name', 'rtable_Album_Name')","['Florida Georgia Line', ""Here 's To The Good Times""]","['Paul McCartney And Wings', 'Wings Over America ( Remastered )']",0.99148893,0.008511134,2
949,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,Here 's To The Good Times,Paul McCartney And Wings,Here 's To The Good Times,Pop,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012","('rtable_Artist_Name', 'rtable_Genre')","['Florida Georgia Line', 'Country']","['Paul McCartney And Wings', 'Pop']",0.6976515,0.30234843,2
513,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,Where The Dream Takes You,Florida Georgia Line,Atlantis : The Lost Empire,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012","('rtable_Song_Name', 'rtable_Album_Name')","[""Here 's To The Good Times"", ""Here 's To The Good Times""]","['Where The Dream Takes You', 'Atlantis : The Lost Empire']",0.9199648,0.08003521,2
1106,Here 's to the Good Times,Florida Georgia Line,Here 's to the Good Times,"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ 1.29,"‰ ãÑ 2012 Big Machine Label Group , LLC",4:11,4-Dec-12,Ragga Bomb,Florida Georgia Line,Here 's To The Good Times,Country,$ 1.29,"( C ) 2012 Big Machine Label Group , LLC",4:10,"December 4 , 2012","('rtable_Song_Name',)","[""Here 's To The Good Times""]",['Ragga Bomb'],0.64307266,0.3569273,2
