,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,canon pixma multifunction printer mx310,89.0,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",canon powershot sx10 is digital camera 2665b001,339.88,1
1,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,canon pink 8.0 megapixel powershot digital camera sd1100isp,178.0,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",olympus fe-360 digital camera pink 226540,479.0,1
2,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,canon pink 8.0 megapixel powershot digital camera sd1100isp,178.0,canon pixma mx700 office all-in-one printer,olympus fe-360 digital camera pink 226540,199.95,1
3,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,canon pink 8.0 megapixel powershot digital camera sd1100isp,178.0,16:9 2.7 ' hybrid lcd,olympus fe-360 digital camera pink 226540,479.0,1
4,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,sony 9 ' digital photo frame in black dpfv900,178.0,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",sony dpfv900 digital photo frame dpf-v900,7.99,1
5,canon pink 8.0 megapixel powershot digital camera sd1100isp 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology melody pink finish,panasonic integrated white telephone system with all-digital answering system kxts620w,178.0,nan,lg electronics wdp3 laundry pedestal with drawer blue,199.95,1
6,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t,39.0,"canon powershot sx10 is 10 megapixel digital camera w / 20x optical zoom , 28mm wide lens , 2.5 ' lcd , motion detection , & red eye correction",panasonic kx-tg9342t cordless phone,199.95,1
7,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,canon pixma multifunction printer mx310,599.0,16:9 2.7 ' hybrid lcd,canon powershot sx10 is digital camera 2665b001,339.88,1
8,panasonic expandable digital cordless dect 6.0 handset in silver kxtga101s expansion handset and charger select 1000 series phone systems big buttons built-in clock with alarm silver finish,canon pink 8.0 megapixel powershot digital camera sd1100isp,178.0,canon pixma mx700 office all-in-one printer,olympus fe-360 digital camera pink 226540,199.95,1
9,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9344t 4 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,canon pixma multifunction printer mx310,139.0,"cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s )",canon powershot sx10 is digital camera 2665b001,11.89,1
