,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sick N Twisted Pleasure Victim Amber Ale', 'Sick N Twisted Brewing Company']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt']",1,0,0.09749646,0.90250355,2
36,,Twisted Reality Barleywine,Minneapolis Town Hall Brewery,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Twisted Stick Amber Ale', 'Portneuf Valley Brewing']","['Twisted Reality Barleywine', 'Minneapolis Town Hall Brewery']",1,0,0.17595233,0.82404774,2
37,,Twisted Reality Barleywine,Portneuf Valley Brewing,American Amber / Red Ale,9.90 %,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Twisted Stick Amber Ale', '-']","['Twisted Reality Barleywine', '9.90 %']",1,0,0.36214235,0.6378577,2
41,,Chessie Barleywine,Union Craft Brewing Company,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Twisted Stick Amber Ale', 'Portneuf Valley Brewing']","['Chessie Barleywine', 'Union Craft Brewing Company']",1,0,0.19284913,0.80715084,2
45,,CucapÃ ¡ Barleywine,CucapÃ ¡ Brewing Company,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Twisted Stick Amber Ale', 'Portneuf Valley Brewing']","['CucapÃ ¡ Barleywine', 'CucapÃ ¡ Brewing Company']",1,0,0.275546,0.724454,2
46,,Tectonic Barleywine,Devils Backbone Brewing Company,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Twisted Stick Amber Ale', 'Portneuf Valley Brewing']","['Tectonic Barleywine', 'Devils Backbone Brewing Company']",1,0,0.2902571,0.70974296,2
49,,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Sick N Twisted Pleasure Victim Amber Ale', 'Sick N Twisted Brewing Company']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt']",1,0,0.09749646,0.90250355,2
50,,Twisted Stick Amber Ale,Portneuf Valley Brewing,American Amber / Red Ale,-,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Sick N Twisted Brewing Company,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Sick N Twisted Pleasure Victim Amber Ale', '5.50 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', '6.50 %']",1,0,0.42631817,0.57368183,2
54,,Pleasure Victim,Sick N Twisted Brewing Co. .,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Twisted Stick Amber Ale', 'Portneuf Valley Brewing']","['Pleasure Victim', 'Sick N Twisted Brewing Co. .']",1,0,0.1902424,0.80975765,2
57,,Pike Old Bawdy Barley Wine,The Pike Brewing Company,American Amber / Red Ale,-,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,5.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Twisted Stick Amber Ale', 'Portneuf Valley Brewing']","['Pike Old Bawdy Barley Wine', 'The Pike Brewing Company']",1,0,0.17889579,0.8211042,2
