,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,True Colors,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),3:55,Listen ( Deluxe ),Zedd,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:55,1
1,Listen,David Guetta,2015 KIDinaKORNER/Interscope Records,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),3:59,Listen ( Deluxe ),David Guetta,2012 Blue Drum Records,Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:55,1
2,True Colors,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),3:55,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:55,1
3,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,Rashi ( Outro ),4:40,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),4:41,1
4,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,nan,The Whisperer ( feat . Sia ),3:55,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:55,1
5,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),3:55,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",Missing You ( Feat . Novel ; Continuous Mix Version ),3:55,1
6,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),3:55,Listen ( Deluxe ),David Guetta,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",Rap & Hip-Hop,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:55,1
7,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),2:51,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:25,1
8,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),3:55,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:55,1
9,Listen,David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,24-Nov-14,The Whisperer ( feat . Sia ),3:55,Listen ( Deluxe ),David Guetta,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",Dance & Electronic,$ 1.29,"November 24 , 2014",Rise ( feat . Skylar Grey ),3:55,1
