,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,the ecrc multi database system,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod conference,1996.0,guest editorial,w kimâ ? ¦,nan,1995.0,0
1,the ecrc multi database system,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod conference,1996.0,interview with authors,w kimâ ? ¦,nan,1998.0,0
2,database research at the university of illinois at urbana-champaign,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod conference,1996.0,"university of illinois , urbana",w kimâ ? ¦,nan,1997.0,0
3,indexing the positions of continuously moving objects,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod conference,1996.0,database research at hp labs,w kimâ ? ¦,"computer networks ,",1995.0,0
4,the ecrc multi database system,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod record,1996.0,interview with authors,w kimâ ? ¦,nan,1998.0,0
5,database research at the university of illinois at urbana-champaign,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",nan,1996.0,"university of illinois , urbana",w kimâ ? ¦,nan,1997.0,1
6,the ecrc multi database system,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod record,1998.0,interview with authors,w kimâ ? ¦,nan,1998.0,0
7,the ecrc multi database system,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod record,1998.0,interview with authors,a bestavros,nan,1998.0,0
8,indexing the positions of continuously moving objects,"a dogac , u halici , e kilic , g жzhan , f ozcan , s nural , c dengi , s mancuhan , i arpinar , p koksal , c evrendilek",sigmod conference,2000.0,database research at hp labs,w kimâ ? ¦,"computer networks ,",1995.0,0
9,indexing the positions of continuously moving objects,"n kabra , d dewitt",sigmod conference,2000.0,database research at hp labs,w kimâ ? ¦,"computer networks ,",1995.0,0
