,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms,stationery & office machinery,,99712,11.58,new-super sticky large format notes 8x6 four colors case pack 1 - 447752 post-it,,,,,"('rtable_title',)",['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0'],['new-super sticky large format notes 8x6 four colors case pack 1 - 447752 post-it'],0.37743858,0.6225614,2
32,tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms,stationery & office machinery,,99712,11.58,dymo labeling tape letratag labelers plastic 1 2 x13 black on pearl white,,,,5.49,"('rtable_title', 'rtable_price')","['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0', nan]","['dymo labeling tape letratag labelers plastic 1 2 x13 black on pearl white', 5.49]",0.15416734,0.84583265,2
44,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x,stationery & office machinery,,99712,11.58,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title',)",['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms'],['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x'],0.16977005,0.83023,2
45,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x,,,99712,11.58,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title', 'ltable_category')","['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms', 'stationery & office machinery']","['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x', nan]",0.40129048,0.5987095,2
46,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x,stationery & office machinery,,99712,11.58,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title', 'ltable_brand')","['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms', nan]","['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x', nan]",0.16977005,0.83023,2
47,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x,stationery & office machinery,,,11.58,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title', 'ltable_modelno')","['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms', '99712']","['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x', nan]",0.116748974,0.8832511,2
48,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x,stationery & office machinery,,99712,,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title', 'ltable_price')","['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms', 11.58]","['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x', nan]",0.13061035,0.86938965,2
60,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,stationery & office machinery,,99712,11.58,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title',)",['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms'],['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505'],0.39438936,0.60561067,2
61,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,,,99712,11.58,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title', 'ltable_category')","['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms', 'stationery & office machinery']","['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505', nan]",0.26131475,0.73868525,2
70,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad -,stationery & office machinery,,99712,11.58,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,,,,,"('ltable_title',)",['tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets tops business forms'],['new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad -'],0.39438936,0.60561067,2
