,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Listen ( Deluxe Version ),Calvin Harris,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Hip-Hop/Rap , Music",$ 1.29,24-Nov-14,The Woodland Realm ( Extended Version ),4:03,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Alternative Rock,$ 1.29,"November 24 , 2014",What I did for Love ( feat . Emeli SandÌ © ),4:03,1
1,Live After Deaf ( Live ) [ Complete Collection ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,45,6:35,Fetty Wap ( Deluxe ) [ Clean ],David Guetta,2015 If Moving Your Mine,Alternative Rock,$ 1.29,"November 24 , 2014",45,3:27,1
2,Listen ( Deluxe Version ),David Guetta,‰ ãÑ 2013 WaterTower Music,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,Cameras,3:20,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Rock,$ 1.29,"November 24 , 2014",X2CU,3:27,1
3,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,29-Aug-03,Over My Dead Body,3:20,True Colors,Snoop Dogg,2015 If Moving Your Mine,Country,$ 1.29,"November 24 , 2014",45,3:27,1
4,Listen ( Deluxe Version ),Calvin Harris,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Hip-Hop/Rap , Music",$ 1.29,24-Nov-14,The Woodland Realm ( Extended Version ),4:03,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",What I did for Love ( feat . Emeli SandÌ © ),4:03,1
5,Listen ( Deluxe Version ),David Guetta,‰ ãÑ 2013 WaterTower Music,"Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,Cameras,3:20,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",X2CU,3:27,1
6,Listen ( Deluxe Version ),David Guetta,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Hip-Hop/Rap , Music",$ 1.29,24-Nov-14,The Woodland Realm ( Extended Version ),4:03,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Dance & Electronic,$ 1.29,"November 24 , 2014",What I did for Love ( feat . Emeli SandÌ © ),4:03,1
7,One Love ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 0.99,24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],4:03,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Alternative Rock,$ 1.29,"November 24 , 2014",What I did for Love ( feat . Emeli SandÌ © ),4:03,1
8,One Love ( Deluxe Version ),David Guetta,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Dance , Music , Rock , House , Electronic , French Pop",$ 0.99,24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],4:03,Listen ( Deluxe ),David Guetta,2015 If Moving Your Mine,Alternative Rock,$ 1.29,"November 24 , 2014",What I did for Love ( feat . Emeli SandÌ © ),4:03,1
9,Live After Deaf ( Live ) [ Complete Collection ],David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,12-Dec-11,45,6:35,Fetty Wap ( Deluxe ) [ Clean ],David Guetta,2015 If Moving Your Mine,Alternative Rock,$ 1.29,"November 24 , 2014",45,3:27,1
