,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,lexmark,printers,nan,248.27,lexmark e450h11a toner 11000 page-yield black,oki,cables interconnects,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
1,lexmark,car stereos,nan,248.27,lexmark e450h11a toner 11000 page-yield black,oki,cables interconnects,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
2,lexmark,printers,nan,248.27,hp ce505xd black laserjet print cartridges 2pk,oki,cables interconnects,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
3,lexmark,electronics - general,nan,248.27,lexmark e450h11a toner 11000 page-yield black,oki,cables interconnects,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
4,nan,printers,nan,248.27,lexmark e450h11a toner 11000 page-yield black,oki,cables interconnects,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
5,lexmark,printers,nan,248.27,lexmark e450h11a toner 11000 page-yield black,oki,cables interconnects,nan,nan,icon-icon4-blk neoprene notebook sleeve black,1
6,lexmark,printers,nan,248.27,lexmark e450h11a toner 11000 page-yield black,oki,cables interconnects,nan,11.99,oki 52117101 - 52117101 toner 33000 page-yield black,1
7,lexmark,printers,nan,248.27,hp ce505xd black laserjet print cartridges 2pk,oki,car audio video,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
8,belkin,electronics - general,nan,248.27,lexmark e450h11a toner 11000 page-yield black,oki,cables interconnects,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
9,nan,printers,nan,248.27,lexmark e450h11a toner 11000 page-yield black,boss,cables interconnects,nan,nan,oki 52117101 - 52117101 toner 33000 page-yield black,1
