,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,digital cameras,nan,90.88,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,coaxial speakers,nan,46.99,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
1,nan,nan,nan,90.88,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,coaxial speakers,nan,46.99,epson t048220 cyan ink cartridge epson,1
2,nan,stationery & office machinery,nan,90.88,lexmark e450h11a toner 11000 page-yield black printers e450h11a,pioneer,coaxial speakers,nan,46.99,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
3,nan,tv accessories,nan,90.88,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,inkjet printer ink,nan,46.99,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
4,ep memory,nan,nan,238.0,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,coaxial speakers,nan,46.99,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
5,nan,nan,nan,90.88,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,coaxial speakers,nan,46.99,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
6,nan,nan,nan,90.88,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,inkjet printer ink,nan,46.99,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
7,lexmark,nan,nan,90.88,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,coaxial speakers,nan,88.85,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
8,nan,nan,nan,90.88,uniden d1680 dect 6.0 with caller id and call waiting 33.84,pioneer,coaxial speakers,nan,46.99,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers ts-a1683r,1
9,nan,nan,nan,90.88,pioneer 6.5 3-way speakers 300w car stereos pioneer,pioneer,coaxial speakers,nan,46.99,apc be450g back-ups es 8-outlet 450va 120v uninterrupted power supply batteries chargers accessories apc,1
