,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,olympus premium slim leather case in black 202087,139.0,"1 x phone line ( s ) black , metallic",olympus neoprene soft camera case 202066,11.89,1
1,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,olympus premium slim leather case in black 202087,69.0,top loading neoprene black,olympus neoprene soft camera case 202066,11.89,1
2,canon 2gb sd secure digital card 3505b001 compatible with all digital cameras and devices that accept sd cards,olympus premium slim leather case in black 202087,139.0,top loading neoprene black,olympus neoprene soft camera case 202066,11.89,1
3,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,olympus premium slim leather case in black 202087,139.0,lithium ion ( li-ion ) 8.4 v dc photo battery,olympus neoprene soft camera case 202066,11.89,1
4,sony lcs-twa/b black soft leather carrying case lcstwab genuine leather construction compatible with cyber-shot w and t series digital cameras integrated belt loop and magnetic closure black finish,olympus premium slim leather case in black 202087,139.0,top loading neoprene black,olympus neoprene soft camera case 202066,11.89,1
5,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,olympus premium slim leather case in black 202087,69.0,top loading neoprene black,olympus neoprene soft camera case 202066,144.05,1
6,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,olympus premium slim leather case in black 202087,89.0,leather black,olympus neoprene soft camera case 202066,11.89,1
7,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,olympus premium slim leather case in black 202087,69.0,top loading neoprene black,olympus neoprene soft camera case 202066,11.89,1
8,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,olympus premium slim leather case in black 202087,69.0,top loading neoprene black,olympus neoprene soft camera case 202066,11.89,1
9,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,olympus premium slim leather case in black 202087,nan,top loading neoprene black,belkin neoprene sleeve for macbook air neoprene black,1079.96,1
