,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,arkon,electronics - general,nan,7443.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,iomega,storage presentation materials,nan,2622.99,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,1
1,da-lite,electronics - general,nan,249.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,projection screens,nan,55.99,da-lite carpeted picture king with keystone eliminator - projection screen with tripod - 1 1 - matte white - black,1
2,da-lite,electronics - general,nan,7443.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,verbatim,projection screens,nan,2622.99,da-glas base rear projection screen - 70 x 70 av format,1
3,da-lite,electronics - general,nan,7443.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,storage presentation materials,nan,2622.99,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,1
4,da-lite,electronics - general,nan,249.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,projection screens,nan,55.99,da-glas base rear projection screen - 70 x 70 av format,1
5,da-lite,electronics - general,nan,7443.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,storage presentation materials,nan,2622.99,da-glas base rear projection screen - 70 x 70 av format,1
6,balt,electronics - general,nan,7443.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,verbatim,projection screens,nan,2622.99,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card,1
7,da-lite,electronics - general,nan,479.98,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,usb flash drives,nan,2622.99,oki 52117101 - 52117101 toner 33000 page-yield black,1
8,arkon,electronics - general,nan,7443.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,da-lite,storage presentation materials,nan,2622.99,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,1
9,da-lite,electronics - general,nan,7443.99,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,verbatim,projection screens,nan,2622.99,nvidia geforce 310 dms59 pcie16 512mb 2port vga dvi graphics card,1
