,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 3434 peachtree rd. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,90.0,` koo koo roo ',404-231-5907,vegetarian,1
1,' 3434 peachtree rd. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,84.0,` brookhaven cafe ',404-231-5907,` french ( classic ) ',1
2,' 3434 peachtree rd. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,seafood,' 4274 peachtree rd. ',atlanta,84.0,` brookhaven cafe ',404-231-5907,vegetarian,1
3,' 3434 peachtree rd. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,84.0,` brookhaven cafe ',404-231-5907,vegetarian,1
4,' 3434 peachtree rd. ',atlanta,74.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,84.0,` brookhaven cafe ',404-231-5907,vegetarian,1
5,' 3434 peachtree rd. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,90.0,` brookhaven cafe ',404-231-5907,vegetarian,1
6,' 240 e. 58th st. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,84.0,` brookhaven cafe ',404-231-5907,vegetarian,1
7,' 3434 peachtree rd. ',atlanta,82.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,682.0,` brookhaven cafe ',404-231-5907,vegetarian,1
8,' 3434 peachtree rd. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,international,' 4274 peachtree rd. ',atlanta,84.0,` brookhaven cafe ',310-550-8811,vegetarian,1
9,' 3434 peachtree rd. ',atlanta,90.0,` dining room ritz-carlton buckhead ',404/237 -2700,` health food ',' 4274 peachtree rd. ',atlanta,84.0,` brookhaven cafe ',404-231-5907,vegetarian,1
