,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,nan,Florida Georgia Line,‰ ãÑ 2013 WaterTower Music,nan,nan,nan,Cameras 28-Mar-11,5:11,Never Say Never - The Remixes,Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",nan,nan,"April 21 , 2015","Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",5:36,1
1,nan,nan,2015 300 Entertainment/RGF Productions,nan,$ 1.99,nan,Rashi ( Outro ) Mark Ronson $ 0.99,5:11,Pop for Your Weekend [ Explicit ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",nan,nan,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",5:36,1
2,nan,nan,2015 300 Entertainment/RGF Productions,nan,nan,nan,Cameras 28-Mar-11,nan,Fetty Wap ( Deluxe ) [ Clean ],Taylor Swift,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rock,nan,nan,"Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",5:36,0
3,nan,nan,2015 300 Entertainment/RGF Productions,nan,$ 1.99,21-Aug-09,Rashi ( Outro ) Mark Ronson $ 0.99,5:11,Pop for Your Weekend [ Explicit ],Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",nan,nan,nan,"Anything Goes Florida Georgia Line Country October 14 , 2014",5:36,1
4,nan,nan,2015 300 Entertainment/RGF Productions,nan,nan,nan,Cameras 28-Mar-11,nan,Fetty Wap ( Deluxe ) [ Clean ],Taylor Swift,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rock,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",5:36,1
5,nan,nan,2015 300 Entertainment/RGF Productions,"Hip-Hop/Rap , Music , Rap",nan,nan,Cameras 28-Mar-11,nan,Fetty Wap ( Deluxe ) [ Clean ],Taylor Swift,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rock,nan,nan,"Teardrops On My Guitar ( Radio Single Remix ) Country $ 1.29 March 18 , 2008",5:36,1
6,nan,Florida Georgia Line,‰ ãÑ 2013 WaterTower Music,nan,nan,nan,Cameras 28-Mar-11,5:11,Never Say Never - The Remixes,Fetty Wap,nan,nan,nan,"April 21 , 2015","Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",5:36,0
7,nan,Florida Georgia Line,2015 300 Entertainment/RGF Productions,nan,nan,nan,Cameras 28-Mar-11,5:11,Never Say Never - The Remixes,Fetty Wap,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",nan,nan,"April 21 , 2015","Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",5:36,0
8,nan,nan,2015 300 Entertainment/RGF Productions,nan,nan,nan,Cameras 28-Mar-11,5:11,Fetty Wap ( Deluxe ) [ Clean ],Taylor Swift,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",nan,nan,nan,"Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",5:36,0
9,nan,nan,2015 300 Entertainment/RGF Productions,nan,nan,nan,Cameras 28-Mar-11,5:11,Fetty Wap ( Deluxe ) [ Clean ],Taylor Swift,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",Rock,nan,nan,"Rewind ( feat . Monty ) [ Clean ] Rap & Hip-Hop $ 1.29 September 25 , 2015",5:36,0
