,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", '702/732 -6330', 448]",1,0,0.49572054,0.50427943,3
62,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3000 las,` las vegas ',702/732 -6330,seafood,448,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", '702-891-7374', 659]","[""' 3000 las"", '702/732 -6330', 448]",1,0,0.1845774,0.8154226,3
61,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", '702/732 -6330', 448]",1,0,0.49572054,0.50427943,3
29,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", '702/732 -6330', 448]",1,0,0.49572054,0.50427943,3
15,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,seafood,448,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", '702-891-7374', 659]","[""' 3000 las vegas blvd. s '"", '702/732 -6330', 448]",1,0,0.17322087,0.8267792,3
14,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", '702/732 -6330', 448]",1,0,0.49572054,0.50427943,3
38,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \,' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 659]","['` ralph \\', '702/732 -6330', 448]",1,0,0.24681515,0.7531848,3
39,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,seafood,448,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", '702-891-7374', 659]","[""' 3000 las vegas blvd. s '"", '702/732 -6330', 448]",1,0,0.1732209,0.82677907,3
52,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", '702/732 -6330', 448]",1,0,0.49572054,0.50427943,3
1,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,seafood,448,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", '702-891-7374', 659]","[""' 3000 las vegas blvd. s '"", '702/732 -6330', 448]",1,0,0.17322087,0.8267792,3
40,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \,' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", ""' 3799 las vegas blvd. s. '"", '702-891-7374', 659]","['` ralph \\', ""' 3000 las vegas blvd. s '"", '702/732 -6330', 448]",1,0,0.14059047,0.8594095,4
42,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \,' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,"('rtable_name', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 'seafood', 659]","['` ralph \\', '702/732 -6330', ""` coffee shops/diners '"", 448]",1,0,0.03740776,0.9625922,4
43,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',659,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""' 3799 las vegas blvd. s. '"", ""` las vegas '"", '702-891-7374', 'seafood']","[""' 3000 las vegas blvd. s '"", ""` las vegas '"", '702/732 -6330', ""` coffee shops/diners '""]",1,0,0.37057024,0.62942976,4
63,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3000 las,` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", ""' 3799 las vegas blvd. s. '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", ""' 3000 las"", '702/732 -6330', 448]",1,0,0.09249007,0.9075099,4
56,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',',` las vegas ',702/732 -6330,` coffee shops/diners ',448,"('rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", '702-891-7374', 'seafood', 659]","[""'"", '702/732 -6330', ""` coffee shops/diners '"", 448]",1,0,0.19321601,0.806784,4
44,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,seafood,448,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", ""` las vegas '"", '702-891-7374', 659]","[""' 3000 las vegas blvd. s '"", ""` las vegas '"", '702/732 -6330', 448]",1,0,0.42436025,0.5756397,4
45,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,"('rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", '702-891-7374', 'seafood', 659]","[""' 3000 las vegas blvd. s '"", '702/732 -6330', ""` coffee shops/diners '"", 448]",1,0,0.07860342,0.92139655,4
33,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,'em eril \ 's new orleans fish house ',',` las vegas ',702/732 -6330,` coffee shops/diners ',448,"('rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""' 3799 las vegas blvd. s. '"", '702-891-7374', 'seafood', 659]","[""'"", '702/732 -6330', ""` coffee shops/diners '"", 448]",1,0,0.19321601,0.806784,4
32,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,"('rtable_name', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", '702-891-7374', 'seafood', 659]","[""` ralph \\ 's diner '"", '702/732 -6330', ""` coffee shops/diners '"", 448]",1,0,0.045556866,0.9544431,4
31,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',' 3799 las vegas blvd. s. ',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", ""` las vegas '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", ""` las vegas '"", '702/732 -6330', 448]",1,0,0.35790887,0.6420912,4
30,,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702/732 -6330,` coffee shops/diners ',448,` ralph \ 's diner ',',` las vegas ',702/732 -6330,seafood,448,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""'em eril \\ 's new orleans fish house '"", ""' 3799 las vegas blvd. s. '"", '702-891-7374', 659]","[""` ralph \\ 's diner '"", ""'"", '702/732 -6330', 448]",1,0,0.120211594,0.8797884,4
