,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Waen Hanging Rock,Baranof Island Brewing Company,Amber Ale,6 %,"('rtable_Beer_Name',)",['Baranof Island Redoubt Red Ale'],['Waen Hanging Rock'],0.32131606340408325,0.6786839365959167,2
422,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Bootjesbier,Baranof Island Brewing Company,Amber Ale,7 %,"('rtable_Beer_Name', 'rtable_ABV')","['Baranof Island Redoubt Red Ale', '6 %']","['Bootjesbier', '7 %']",0.1063002347946167,0.8936997652053833,2
421,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Bootjesbier,Baranof Island Brewing Company,Amber Ale,6 %,"('rtable_Beer_Name', 'rtable_Style')","['Baranof Island Redoubt Red Ale', 'Amber Ale']","['Bootjesbier', 'Amber Ale']",0.07553791999816895,0.924462080001831,2
420,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Bootjesbier,Antwerpse Brouw Compagnie,Amber Ale,6 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Baranof Island Redoubt Red Ale', 'Baranof Island Brewing Company']","['Bootjesbier', 'Antwerpse Brouw Compagnie']",0.06431376934051514,0.9356862306594849,2
419,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Bootjesbier,Baranof Island Brewing Company,Amber Ale,6 %,"('rtable_Beer_Name',)",['Baranof Island Redoubt Red Ale'],['Bootjesbier'],0.07553791999816895,0.924462080001831,2
414,Censored,Point Ybel Brewing Company,American Amber / Red Ale,6.75 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_ABV')","['Sanibel Red Island Ale', '5.60 %']","['Censored', '6.75 %']",0.26011210680007935,0.7398878931999207,2
413,Censored,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_Style')","['Sanibel Red Island Ale', 'American Amber / Red Ale']","['Censored', 'American Amber / Red Ale']",0.18722128868103027,0.8127787113189697,2
412,Censored,Lagunitas Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Sanibel Red Island Ale', 'Point Ybel Brewing Company']","['Censored', 'Lagunitas Brewing Company']",0.19481819868087769,0.8051818013191223,2
411,Censored,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name',)",['Sanibel Red Island Ale'],['Censored'],0.18722128868103027,0.8127787113189697,2
408,Fire Dragon,Point Ybel Brewing Company,American Amber / Red Ale,7.40 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_ABV')","['Sanibel Red Island Ale', '5.60 %']","['Fire Dragon', '7.40 %']",0.49637627601623535,0.5036237239837646,2
407,Fire Dragon,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_Style')","['Sanibel Red Island Ale', 'American Amber / Red Ale']","['Fire Dragon', 'American Amber / Red Ale']",0.3761332035064697,0.6238667964935303,2
406,Fire Dragon,Hollister Brewing Co. .,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Sanibel Red Island Ale', 'Point Ybel Brewing Company']","['Fire Dragon', 'Hollister Brewing Co. .']",0.4085869789123535,0.5914130210876465,2
405,Fire Dragon,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name',)",['Sanibel Red Island Ale'],['Fire Dragon'],0.3761332035064697,0.6238667964935303,2
427,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Wisco Disco,Baranof Island Brewing Company,Amber Ale,6 %,"('rtable_Beer_Name',)",['Baranof Island Redoubt Red Ale'],['Wisco Disco'],0.18474239110946655,0.8152576088905334,2
400,SBA,Point Ybel Brewing Company,American Amber / Red Ale,6.00 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_ABV')","['Sanibel Red Island Ale', '5.60 %']","['SBA', '6.00 %']",0.1670629382133484,0.8329370617866516,2
398,SBA,Prohibition Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Sanibel Red Island Ale', 'Point Ybel Brewing Company']","['SBA', 'Prohibition Brewing Company']",0.14839154481887817,0.8516084551811218,2
397,SBA,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name',)",['Sanibel Red Island Ale'],['SBA'],0.14882534742355347,0.8511746525764465,2
392,Happiness,Point Ybel Brewing Company,American Amber / Red Ale,3.50 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_ABV')","['Sanibel Red Island Ale', '5.60 %']","['Happiness', '3.50 %']",0.2708936333656311,0.7291063666343689,2
391,Happiness,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_Style')","['Sanibel Red Island Ale', 'American Amber / Red Ale']","['Happiness', 'American Amber / Red Ale']",0.186623215675354,0.813376784324646,2
390,Happiness,2 Brothers Brewery,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Sanibel Red Island Ale', 'Point Ybel Brewing Company']","['Happiness', '2 Brothers Brewery']",0.19472676515579224,0.8052732348442078,2
389,Happiness,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name',)",['Sanibel Red Island Ale'],['Happiness'],0.186623215675354,0.813376784324646,2
384,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,#Freedom A Toast,Baranof Island Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Baranof Island Redoubt Red Ale', '6 %']","['#Freedom A Toast', '5.50 %']",0.4020538330078125,0.5979461669921875,2
383,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,#Freedom A Toast,Baranof Island Brewing Company,Brown Ale,6 %,"('rtable_Beer_Name', 'rtable_Style')","['Baranof Island Redoubt Red Ale', 'Amber Ale']","['#Freedom A Toast', 'Brown Ale']",0.3656923770904541,0.6343076229095459,2
382,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,#Freedom A Toast,#Freedom Craft Brewery,Amber Ale,6 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Baranof Island Redoubt Red Ale', 'Baranof Island Brewing Company']","['#Freedom A Toast', '#Freedom Craft Brewery']",0.36063385009765625,0.6393661499023438,2
381,Sanibel Red Island Ale,Point Ybel Brewing Company,American Amber / Red Ale,5.60 %,#Freedom A Toast,Baranof Island Brewing Company,Amber Ale,6 %,"('rtable_Beer_Name',)",['Baranof Island Redoubt Red Ale'],['#Freedom A Toast'],0.3657808303833008,0.6342191696166992,2
376,Amberdelic,Point Ybel Brewing Company,American Amber / Red Ale,4.80 %,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %,"('ltable_Beer_Name', 'ltable_ABV')","['Sanibel Red Island Ale', '5.60 %']","['Amberdelic', '4.80 %']",0.2960623502731323,0.7039376497268677,2
