,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,arkon,mp3 accessories,gbu421w6,78.88,iosafe rugged 250gb usb 3.0 portable external hard drive,lacie,external hard drives,gbu421w6,64.24,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,1
1,pny,hard drives,gb01959,249.99,iosafe rugged 250gb usb 3.0 portable external hard drive,lacie,cleaning repair,gb01959,64.24,oki 52117101 - 52117101 toner 33000 page-yield black,1
2,iosafe,hard drives,gbu421w6,249.99,iosafe rugged 250gb usb 3.0 portable external hard drive,lacie,blank media,gbu421w6,104.95,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers,1
3,arkon,mp3 accessories,gbu421w6,78.88,iosafe rugged 250gb usb 3.0 portable external hard drive,lacie,accessories,gbu421w6,64.24,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,1
4,pioneer,hard drives,gbu421w6,8.25,uniden 1360bk desktop corded phone with caller id black,lacie,corded telephones,gbu421w6,64.24,icon-icon4-blk neoprene notebook sleeve black,1
5,pny,hard drives,gb01959,17.13,iosafe rugged 250gb usb 3.0 portable external hard drive,lacie,cleaning repair,gb01959,64.24,oki 52117101 - 52117101 toner 33000 page-yield black,1
6,arkon,mp3 accessories,gbu421w6,78.88,iosafe rugged 250gb usb 3.0 portable external hard drive,boss,accessories,gbu421w6,64.24,lacie rikiki 320 gb usb 2.0 portable external hard drive 301908,1
7,pioneer,hard drives,gbu421w6,8.25,uniden 1360bk desktop corded phone with caller id black,atrend-bbox,corded telephones,gbu421w6,64.24,icon-icon4-blk neoprene notebook sleeve black,1
8,pny,hard drives,gb01959,17.13,uniden d1680 dect 6.0 with caller id and call waiting,lacie,cleaning repair,gb01959,64.24,oki 52117101 - 52117101 toner 33000 page-yield black,1
9,kodak,hard drives,gbu421w6,249.99,iosafe rugged 250gb usb 3.0 portable external hard drive,lacie,blank media,gbu421w6,104.95,pioneer ts-a1683r 6.5-inch 280-watt 4-way speakers,1
