,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,vong,' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_name',)","[""` tommy tang \\ 's '""]",['vong'],0.9997571,0.00024285582,2
322,` tommy tang \ 's ',' 14016 ventura blvd. ',` sherman oaks ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_addr', 'ltable_city')","[""' 7313 melrose ave. '"", ""` los angeles '""]","[""' 14016 ventura blvd. '"", ""` sherman oaks '""]",0.9672751,0.03272491,2
321,` cafe bizou ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,3,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_name', 'ltable_class')","[""` tommy tang \\ 's '"", 167]","[""` cafe bizou '"", 3]",0.99997556,2.4492509e-05,2
320,` cafe bizou ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,french,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_name', 'ltable_res_type')","[""` tommy tang \\ 's '"", 'asian']","[""` cafe bizou '"", 'french']",0.9981553,0.0018447259,2
319,` cafe bizou ',' 7313 melrose ave. ',` los angeles ',818/788 -3536,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_name', 'ltable_phone')","[""` tommy tang \\ 's '"", '213/937 -5733']","[""` cafe bizou '"", '818/788 -3536']",0.9979303,0.0020697373,2
318,` cafe bizou ',' 7313 melrose ave. ',` sherman oaks ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_name', 'ltable_city')","[""` tommy tang \\ 's '"", ""` los angeles '""]","[""` cafe bizou '"", ""` sherman oaks '""]",0.9949249,0.0050750696,2
317,` cafe bizou ',' 14016 ventura blvd. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_name', 'ltable_addr')","[""` tommy tang \\ 's '"", ""' 7313 melrose ave. '""]","[""` cafe bizou '"", ""' 14016 ventura blvd. '""]",0.99685943,0.0031405436,2
323,` tommy tang \ 's ',' 14016 ventura blvd. ',` los angeles ',818/788 -3536,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_addr', 'ltable_phone')","[""' 7313 melrose ave. '"", '213/937 -5733']","[""' 14016 ventura blvd. '"", '818/788 -3536']",0.96876246,0.031237574,2
316,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,3,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_class',)",[167],[3],0.99894994,0.0010501232,2
314,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',818/788 -3536,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_phone',)",['213/937 -5733'],['818/788 -3536'],0.9818777,0.018122371,2
313,` tommy tang \ 's ',' 7313 melrose ave. ',` sherman oaks ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_city',)","[""` los angeles '""]","[""` sherman oaks '""]",0.97662634,0.023373662,2
312,` tommy tang \ 's ',' 14016 ventura blvd. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_addr',)","[""' 7313 melrose ave. '""]","[""' 14016 ventura blvd. '""]",0.96876246,0.031237574,2
268,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,italian,33,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_res_type', 'ltable_class')","['asian', 167]","['italian', 33]",0.9999007,9.929655e-05,2
267,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',212/758 -1479,asian,33,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_phone', 'ltable_class')","['213/937 -5733', 167]","['212/758 -1479', 33]",0.99920696,0.00079308235,2
266,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',212/758 -1479,italian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_phone', 'ltable_res_type')","['213/937 -5733', 'asian']","['212/758 -1479', 'italian']",0.9561101,0.043889876,2
315,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,french,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_res_type',)",['asian'],['french'],0.98112905,0.018870994,2
265,` tommy tang \ 's ',' 7313 melrose ave. ',` new york ',213/937 -5733,asian,33,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_city', 'ltable_class')","[""` los angeles '"", 167]","[""` new york '"", 33]",0.99972373,0.00027628563,2
324,` tommy tang \ 's ',' 14016 ventura blvd. ',` los angeles ',213/937 -5733,french,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_addr', 'ltable_res_type')","[""' 7313 melrose ave. '"", 'asian']","[""' 14016 ventura blvd. '"", 'french']",0.9858752,0.014124784,2
326,` tommy tang \ 's ',' 7313 melrose ave. ',` sherman oaks ',818/788 -3536,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_city', 'ltable_phone')","[""` los angeles '"", '213/937 -5733']","[""` sherman oaks '"", '818/788 -3536']",0.97662634,0.023373662,2
382,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` les celebrites ',' 6703 melrose ave. ',` los angeles ',212-484-5113,californian,6,"('rtable_name', 'rtable_phone')","['citrus', '213-857-0034']","[""` les celebrites '"", '212-484-5113']",0.7110444,0.2889556,2
381,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` les celebrites ',' 6703 melrose ave. ',` new york city ',213-857-0034,californian,6,"('rtable_name', 'rtable_city')","['citrus', ""` los angeles '""]","[""` les celebrites '"", ""` new york city '""]",0.84220725,0.15779278,2
380,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` les celebrites ',' 155 w. 58th st. ',` los angeles ',213-857-0034,californian,6,"('rtable_name', 'rtable_addr')","['citrus', ""' 6703 melrose ave. '""]","[""` les celebrites '"", ""' 155 w. 58th st. '""]",0.9935247,0.0064753853,2
379,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,42,"('rtable_class',)",[6],[42],0.96539134,0.034608632,2
378,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,` french ( classic ) ',6,"('rtable_res_type',)",['californian'],"[""` french ( classic ) '""]",0.9999517,4.8275844e-05,2
377,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` los angeles ',212-484-5113,californian,6,"('rtable_phone',)",['213-857-0034'],['212-484-5113'],0.98187757,0.0181224,2
325,` tommy tang \ 's ',' 14016 ventura blvd. ',` los angeles ',213/937 -5733,asian,3,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_addr', 'ltable_class')","[""' 7313 melrose ave. '"", 167]","[""' 14016 ventura blvd. '"", 3]",0.9990239,0.00097610906,2
376,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,citrus,' 6703 melrose ave. ',` new york city ',213-857-0034,californian,6,"('rtable_city',)","[""` los angeles '""]","[""` new york city '""]",0.9965011,0.0034989417,2
374,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` les celebrites ',' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('rtable_name',)",['citrus'],"[""` les celebrites '""]",0.7110444,0.2889556,2
331,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,french,3,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_res_type', 'ltable_class')","['asian', 167]","['french', 3]",0.99987555,0.00012439533,2
330,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',818/788 -3536,asian,3,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_phone', 'ltable_class')","['213/937 -5733', 167]","['818/788 -3536', 3]",0.99894994,0.0010501232,2
329,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',818/788 -3536,french,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_phone', 'ltable_res_type')","['213/937 -5733', 'asian']","['818/788 -3536', 'french']",0.98112905,0.018871004,2
328,` tommy tang \ 's ',' 7313 melrose ave. ',` sherman oaks ',213/937 -5733,asian,3,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_city', 'ltable_class')","[""` los angeles '"", 167]","[""` sherman oaks '"", 3]",0.99677557,0.0032244776,2
327,` tommy tang \ 's ',' 7313 melrose ave. ',` sherman oaks ',213/937 -5733,french,167,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,"('ltable_city', 'ltable_res_type')","[""` los angeles '"", 'asian']","[""` sherman oaks '"", 'french']",0.9619417,0.038058233,2
