,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000",nan,nan,nan,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record",leonidas fegaras,nan,nan,1
1,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000",nan,nan,nan,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","thomas seidl , hans-peter kriegel",acm sigmod record,2003.0,0
2,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","barbara liskov , umesh maheshwari",nan,nan,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","thomas seidl , hans-peter kriegel",nan,nan,0
3,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","amit p. sheth , vipul kashyap , satish thatte , leon a. shklar",nan,nan,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","thomas seidl , hans-peter kriegel",nan,nan,0
4,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","peter m. g. apers , stefano ceri , richard t. snodgrass",nan,nan,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","thomas seidl , hans-peter kriegel",nan,1997.0,0
5,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","peter m. g. apers , stefano ceri , richard t. snodgrass",nan,nan,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","thomas seidl , hans-peter kriegel",nan,nan,0
6,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000",nan,nan,nan,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","thomas seidl , hans-peter kriegel",nan,nan,0
7,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","henry f. korth , jerry baulier , abraham silberschatz , stephen blott",nan,nan,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","thomas seidl , hans-peter kriegel",nan,1997.0,0
8,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",nan,2003.0,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","thomas seidl , hans-peter kriegel",nan,nan,0
9,"view management in multimedia databases v. s. subrahmanian , eric lemar , k. selçuk candan vldb j. 2000","henry f. korth , jerry baulier , abraham silberschatz , stephen blott",nan,nan,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz","thomas seidl , hans-peter kriegel",nan,nan,0
