,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,292 Ale,Central City Brewers + Distillers,American Amber / Red Ale,5.50 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Racer India Style Red Ale', '5.60 %']","['292 Ale', '5.50 %']",0.45924073457717896,0.540759265422821,2
243,Walkendorff,7 Fjell Bryggeri,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers']","['Walkendorff', '7 Fjell Bryggeri']",0.33313119411468506,0.6668688058853149,2
242,Walkendorff,Central City Brewers + Distillers,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name',)",['Red Racer India Style Red Ale'],['Walkendorff'],0.2751377820968628,0.7248622179031372,2
484,Columbus Kashmir,Central City Brewers + Distillers,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name',)",['Red Racer India Style Red Ale'],['Columbus Kashmir'],0.471576988697052,0.528423011302948,2
485,Columbus Kashmir,Columbus Brewing Company,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers']","['Columbus Kashmir', 'Columbus Brewing Company']",0.478829562664032,0.521170437335968,2
238,West Coast Red,Central City Brewers + Distillers,American Amber / Red Ale,5.50 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Racer India Style Red Ale', '5.60 %']","['West Coast Red', '5.50 %']",0.44085830450057983,0.5591416954994202,2
486,Columbus Kashmir,Central City Brewers + Distillers,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Racer India Style Red Ale', 'American Amber / Red Ale']","['Columbus Kashmir', 'American Amber / Red Ale']",0.471576988697052,0.528423011302948,2
487,Columbus Kashmir,Central City Brewers + Distillers,American Amber / Red Ale,5.50 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Racer India Style Red Ale', '5.60 %']","['Columbus Kashmir', '5.50 %']",0.21452510356903076,0.7854748964309692,2
244,Walkendorff,Central City Brewers + Distillers,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Racer India Style Red Ale', 'American Amber / Red Ale']","['Walkendorff', 'American Amber / Red Ale']",0.2751377820968628,0.7248622179031372,2
234,Red Rothchild,Central City Brewers + Distillers,American Amber / Red Ale,5.50 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Racer India Style Red Ale', '5.60 %']","['Red Rothchild', '5.50 %']",0.25631284713745117,0.7436871528625488,2
