,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,networking,hx-mta64da / g42,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
1,nan,networking,gbu421w6,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,tricool 120mm,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
2,nan,networking,m552pink,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
3,nan,mp3 accessories,gb01959,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
4,nan,networking,gbu421w6,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,tricool 120mm,nan,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,0
5,nan,networking,gbu421w6,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,hx-mta64da / g32,nan,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505 storage presentation materials tops 19.0,0
6,nan,networking,gbu421w6,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,mayline,nan,a362-12cp,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
7,nan,networking,gbu421w6,180.0,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,23056,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
8,paper mate,networking,bh-skthfs/2g,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,gbu421w6,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
9,nan,car stereos,gbu421w6,nan,iogear gbu421w6 bluetooth usb micro adapter iogear 14.84,iogear,nan,nan,nan,iogear bluetooth usb 2.1 micro adapter with tri-language package black computers accessories 15.17,0
