,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,fundamental techniques for order optimization,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('ltable_title',)",['a query language and optimization techniques for unstructured data'],['fundamental techniques for order optimization'],0.03823089599609375,0.9617691040039062,2
157,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title',)",['fundamental techniques for order optimization'],['a query language and optimization techniques for unstructured data'],0.13261818885803223,0.8673818111419678,2
158,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"buneman , susan b. davidson , dan suciu",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['fundamental techniques for order optimization', 'david simmen , eugene shekita , timothy malkemus']","['a query language and optimization techniques for unstructured data', 'buneman , susan b. davidson , dan suciu']",0.04973787069320679,0.9502621293067932,2
159,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('rtable_title', 'rtable_venue')","['fundamental techniques for order optimization', 'international conference on management of data']","['a query language and optimization techniques for unstructured data', 'sigmod conference']",0.1216244101524353,0.8783755898475647,2
160,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['fundamental techniques for order optimization', 1996]","['a query language and optimization techniques for unstructured data', 1996]",0.13261818885803223,0.8673818111419678,2
165,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title',)",['fundamental techniques for order optimization'],['a query language and optimization techniques for unstructured data'],0.13261818885803223,0.8673818111419678,2
166,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['fundamental techniques for order optimization', 'david simmen , eugene shekita , timothy malkemus']","['a query language and optimization techniques for unstructured data', 'gerd g. hillebrand , peter']",0.058055758476257324,0.9419442415237427,2
167,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('rtable_title', 'rtable_venue')","['fundamental techniques for order optimization', 'international conference on management of data']","['a query language and optimization techniques for unstructured data', 'sigmod conference']",0.1216244101524353,0.8783755898475647,2
168,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['fundamental techniques for order optimization', 1996]","['a query language and optimization techniques for unstructured data', 1996]",0.13261818885803223,0.8673818111419678,2
173,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title',)",['fundamental techniques for order optimization'],['a query language and optimization techniques for unstructured data'],0.13261818885803223,0.8673818111419678,2
174,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,", susan b. davidson , dan suciu",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['fundamental techniques for order optimization', 'david simmen , eugene shekita , timothy malkemus']","['a query language and optimization techniques for unstructured data', ', susan b. davidson , dan suciu']",0.050409674644470215,0.9495903253555298,2
175,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('rtable_title', 'rtable_venue')","['fundamental techniques for order optimization', 'international conference on management of data']","['a query language and optimization techniques for unstructured data', 'sigmod conference']",0.1216244101524353,0.8783755898475647,2
176,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['fundamental techniques for order optimization', 1996]","['a query language and optimization techniques for unstructured data', 1996]",0.13261818885803223,0.8673818111419678,2
181,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title',)",['fundamental techniques for order optimization'],['a query language and optimization techniques for unstructured data'],0.13261818885803223,0.8673818111419678,2
182,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['fundamental techniques for order optimization', 'david simmen , eugene shekita , timothy malkemus']","['a query language and optimization techniques for unstructured data', 'gerd g. hillebrand , peter buneman']",0.05571722984313965,0.9442827701568604,2
183,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('rtable_title', 'rtable_venue')","['fundamental techniques for order optimization', 'international conference on management of data']","['a query language and optimization techniques for unstructured data', 'sigmod conference']",0.1216244101524353,0.8783755898475647,2
184,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['fundamental techniques for order optimization', 1996]","['a query language and optimization techniques for unstructured data', 1996]",0.13261818885803223,0.8673818111419678,2
189,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title',)",['fundamental techniques for order optimization'],['a query language and optimization techniques for unstructured data'],0.13261818885803223,0.8673818111419678,2
190,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"susan b. davidson , dan suciu",international conference on management of data,1996,"('rtable_title', 'rtable_authors')","['fundamental techniques for order optimization', 'david simmen , eugene shekita , timothy malkemus']","['a query language and optimization techniques for unstructured data', 'susan b. davidson , dan suciu']",0.05149751901626587,0.9485024809837341,2
191,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('rtable_title', 'rtable_venue')","['fundamental techniques for order optimization', 'international conference on management of data']","['a query language and optimization techniques for unstructured data', 'sigmod conference']",0.1216244101524353,0.8783755898475647,2
192,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('rtable_title', 'rtable_year')","['fundamental techniques for order optimization', 1996]","['a query language and optimization techniques for unstructured data', 1996]",0.13261818885803223,0.8673818111419678,2
