,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,-,Big Bear Lake Sidewinder Red Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('ltable_ABV',)",['5.70 %'],['-'],0.26603,0.73397,2
1,Big Red Ale,Big Axe Brewery and B&B,American Amber / Red Ale,-,Big Bear Lake Sidewinder Red Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Red Car Brewery and Restaurant', '5.70 %']","['Big Axe Brewery and B&B', '-']",0.19667472,0.8033253,2
2,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,-,Big Bear Lake Sidewinder Red Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '5.70 %']","['American Amber / Red Ale', '-']",0.26603,0.73397,2
17,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Boxing Cat / Great Leap Yunnan Amber,Big Bear Lake Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', '8.50 %']","['Boxing Cat / Great Leap Yunnan Amber', '5.20 %']",0.24990225,0.75009775,2
6,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Rare Bird Her Name Was Amber Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('rtable_Beer_Name',)",['Big Bear Lake Sidewinder Red Ale'],['Rare Bird Her Name Was Amber Ale'],0.2722495,0.7277505,2
7,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Rare Bird Her Name Was Amber Ale,Rare Bird Brewery,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company']","['Rare Bird Her Name Was Amber Ale', 'Rare Bird Brewery']",0.28105384,0.71894616,2
8,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Rare Bird Her Name Was Amber Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Bear Lake Sidewinder Red Ale', 'Amber Ale']","['Rare Bird Her Name Was Amber Ale', 'Amber Ale']",0.2722495,0.7277505,2
9,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Rare Bird Her Name Was Amber Ale,Big Bear Lake Brewing Company,Amber Ale,4.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', '8.50 %']","['Rare Bird Her Name Was Amber Ale', '4.80 %']",0.2961331,0.70386696,2
16,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Boxing Cat / Great Leap Yunnan Amber,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Bear Lake Sidewinder Red Ale', 'Amber Ale']","['Boxing Cat / Great Leap Yunnan Amber', 'Amber Ale']",0.20499642,0.79500353,2
15,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Boxing Cat / Great Leap Yunnan Amber,Boxing Cat Brewery,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company']","['Boxing Cat / Great Leap Yunnan Amber', 'Boxing Cat Brewery']",0.26230526,0.73769474,2
14,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Boxing Cat / Great Leap Yunnan Amber,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('rtable_Beer_Name',)",['Big Bear Lake Sidewinder Red Ale'],['Boxing Cat / Great Leap Yunnan Amber'],0.20499642,0.79500353,2
19,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Boxing Cat / Great Leap Yunnan Amber,Boxing Cat Brewery,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company', '8.50 %']","['Boxing Cat / Great Leap Yunnan Amber', 'Boxing Cat Brewery', '5.20 %']",0.2661087,0.7338913,3
18,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Boxing Cat / Great Leap Yunnan Amber,Boxing Cat Brewery,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company', 'Amber Ale']","['Boxing Cat / Great Leap Yunnan Amber', 'Boxing Cat Brewery', 'Amber Ale']",0.26230526,0.73769474,3
10,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Rare Bird Her Name Was Amber Ale,Rare Bird Brewery,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company', 'Amber Ale']","['Rare Bird Her Name Was Amber Ale', 'Rare Bird Brewery', 'Amber Ale']",0.28105384,0.71894616,3
12,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Rare Bird Her Name Was Amber Ale,Big Bear Lake Brewing Company,Amber Ale,4.80 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', 'Amber Ale', '8.50 %']","['Rare Bird Her Name Was Amber Ale', 'Amber Ale', '4.80 %']",0.29613286,0.70386714,3
11,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Rare Bird Her Name Was Amber Ale,Rare Bird Brewery,Amber Ale,4.80 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company', '8.50 %']","['Rare Bird Her Name Was Amber Ale', 'Rare Bird Brewery', '4.80 %']",0.2577668,0.74223316,3
20,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Boxing Cat / Great Leap Yunnan Amber,Big Bear Lake Brewing Company,Amber Ale,5.20 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', 'Amber Ale', '8.50 %']","['Boxing Cat / Great Leap Yunnan Amber', 'Amber Ale', '5.20 %']",0.24990225,0.75009775,3
4,Big Red Ale,Big Axe Brewery and B&B,American Amber / Red Ale,-,Big Bear Lake Sidewinder Red Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Red Car Brewery and Restaurant', 'American Amber / Red Ale', '5.70 %']","['Big Axe Brewery and B&B', 'American Amber / Red Ale', '-']",0.19667472,0.8033253,3
3,Maple Wheat Amber Ale,Big Axe Brewery and B&B,American Amber / Red Ale,-,Big Bear Lake Sidewinder Red Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Big Red Ale', 'Red Car Brewery and Restaurant', '5.70 %']","['Maple Wheat Amber Ale', 'Big Axe Brewery and B&B', '-']",0.19654827,0.8034517,3
