,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
17,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's restaurant ',' 1023 abbot kinney blvd. ',venice,404-237-2663,` american ( new ) ',560,"('rtable_name', 'rtable_phone')","[""` joe \\ 's '"", '310-399-5811']","[""` bone \\ 's restaurant '"", '404-237-2663']",1,0,0.24217978,0.75782025,2
18,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',venice,404-237-2663,` american ( new ) ',560,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` joe \\ 's '"", ""' 1023 abbot kinney blvd. '"", '310-399-5811']","[""` bone \\ 's restaurant '"", ""' 3130 piedmont rd. ne '"", '404-237-2663']",1,0,0.041651282,0.9583487,3
4,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,bone \ 's ',' 3130 piedmont road ',venice,404/237 -2663,` american ( new ) ',560,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` joe \\ 's '"", ""' 1023 abbot kinney blvd. '"", '310-399-5811']","[""bone \\ 's '"", ""' 3130 piedmont road '"", '404/237 -2663']",1,0,0.42556423,0.5744357,3
5,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` joe \ 's ',' 3130 piedmont road ',venice,404/237 -2663,` american ( new ) ',76,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 1023 abbot kinney blvd. '"", '310-399-5811', 560]","[""' 3130 piedmont road '"", '404/237 -2663', 76]",1,0,0.38246414,0.6175359,3
19,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's restaurant ',' 1023 abbot kinney blvd. ',venice,404-237-2663,` american ( new ) ',76,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` joe \\ 's '"", '310-399-5811', 560]","[""` bone \\ 's restaurant '"", '404-237-2663', 76]",1,0,0.48154962,0.5184503,3
0,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's ',',venice,404/237 -2663,` american ( new ) ',76,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` joe \\ 's '"", ""' 1023 abbot kinney blvd. '"", '310-399-5811', 560]","[""` bone \\ 's '"", ""'"", '404/237 -2663', 76]",1,0,0.48212188,0.5178781,4
21,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',venice,404-237-2663,steakhouses,560,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` joe \\ 's '"", ""' 1023 abbot kinney blvd. '"", '310-399-5811', ""` american ( new ) '""]","[""` bone \\ 's restaurant '"", ""' 3130 piedmont rd. ne '"", '404-237-2663', 'steakhouses']",1,0,0.32891613,0.67108387,4
22,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's restaurant ',' 3130 piedmont rd. ne ',venice,404-237-2663,` american ( new ) ',76,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` joe \\ 's '"", ""' 1023 abbot kinney blvd. '"", '310-399-5811', 560]","[""` bone \\ 's restaurant '"", ""' 3130 piedmont rd. ne '"", '404-237-2663', 76]",1,0,0.036086164,0.96391386,4
23,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's restaurant ',' 1023 abbot kinney blvd. ',atlanta,404-237-2663,steakhouses,560,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` joe \\ 's '"", 'venice', '310-399-5811', ""` american ( new ) '""]","[""` bone \\ 's restaurant '"", 'atlanta', '404-237-2663', 'steakhouses']",1,0,0.05400191,0.94599813,4
24,,` bone \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` bone \ 's restaurant ',' 1023 abbot kinney blvd. ',atlanta,404-237-2663,` american ( new ) ',76,"('rtable_name', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` joe \\ 's '"", 'venice', '310-399-5811', 560]","[""` bone \\ 's restaurant '"", 'atlanta', '404-237-2663', 76]",1,0,0.13670194,0.863298,4
