,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
100,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data","h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title',)",['multi-dimensional substring selectivity estimation'],"['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data']",0.10391592979431152,0.8960840702056885,2
101,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data",se reduction,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data', 'se reduction']",0.06402707099914551,0.9359729290008545,2
36,an efficient subspace sampling framework for high-dimensional data,se reduction,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['an efficient subspace sampling framework for high-dimensional data', 'se reduction']",0.053082048892974854,0.9469179511070251,2
77,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on",se reduction,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on', 'se reduction']",0.06265372037887573,0.9373462796211243,2
40,an efficient subspace sampling framework for high-dimensional data reduction,se reduction,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['an efficient subspace sampling framework for high-dimensional data reduction', 'se reduction']",0.05569809675216675,0.9443019032478333,2
95,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and","h jagadish , o kapitskaia , r ng , d srivastava",vldb,,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_year')","['multi-dimensional substring selectivity estimation', 1999.0]","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and', nan]",0.1922285556793213,0.8077714443206787,2
94,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and","h jagadish , o kapitskaia , r ng , d srivastava",,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_venue')","['multi-dimensional substring selectivity estimation', 'vldb']","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and', nan]",0.1897682547569275,0.8102317452430725,2
44,"an efficient subspace sampling framework for high-dimensional data reduction ,",se reduction,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['an efficient subspace sampling framework for high-dimensional data reduction ,', 'se reduction']",0.05549287796020508,0.9445071220397949,2
93,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and",se reduction,vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title', 'ltable_authors')","['multi-dimensional substring selectivity estimation', 'h jagadish , o kapitskaia , r ng , d srivastava']","['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and', 'se reduction']",0.0645412802696228,0.9354587197303772,2
92,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and","h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,"('ltable_title',)",['multi-dimensional substring selectivity estimation'],"['an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and']",0.11081081628799438,0.8891891837120056,2
