,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Rhumantony,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Big Bear Lake Sidewinder Red Ale,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('ltable_Beer_Name',)",['Big Red Ale'],['Rhumantony'],0.4824376106262207,0.5175623893737793,2
146,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Geco Inoki,Big Bear Lake Brewing Company,Amber Ale,6.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', '8.50 %']","['Geco Inoki', '6.60 %']",0.41107863187789917,0.5889213681221008,2
151,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,3 Cordilleras Mulata,3 Cordilleras,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company']","['3 Cordilleras Mulata', '3 Cordilleras']",0.4677813649177551,0.5322186350822449,2
156,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,HBH Rubia,HBH ( _ uÃ ± oa ),Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company']","['HBH Rubia', 'HBH ( _ uÃ ± oa )']",0.3581168055534363,0.6418831944465637,2
157,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,HBH Rubia,Big Bear Lake Brewing Company,American Pale Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Bear Lake Sidewinder Red Ale', 'Amber Ale']","['HBH Rubia', 'American Pale Ale']",0.43431657552719116,0.5656834244728088,2
158,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,HBH Rubia,Big Bear Lake Brewing Company,Amber Ale,5.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', '8.50 %']","['HBH Rubia', '5.50 %']",0.3461439609527588,0.6538560390472412,2
163,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,2 Brothers Bloody Oak,Big Bear Lake Brewing Company,Amber Ale,9.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['Big Bear Lake Sidewinder Red Ale', '8.50 %']","['2 Brothers Bloody Oak', '9.70 %']",0.40081238746643066,0.5991876125335693,2
167,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Northampton Clifford,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('rtable_Beer_Name',)",['Big Bear Lake Sidewinder Red Ale'],['Northampton Clifford'],0.4516589045524597,0.5483410954475403,2
168,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Northampton Clifford,Northampton Brewery &#40; MA &#41;,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Big Bear Lake Sidewinder Red Ale', 'Big Bear Lake Brewing Company']","['Northampton Clifford', 'Northampton Brewery &#40; MA &#41;']",0.44535380601882935,0.5546461939811707,2
169,Big Red Ale,Red Car Brewery and Restaurant,American Amber / Red Ale,5.70 %,Northampton Clifford,Big Bear Lake Brewing Company,Amber Ale,8.50 %,"('rtable_Beer_Name', 'rtable_Style')","['Big Bear Lake Sidewinder Red Ale', 'Amber Ale']","['Northampton Clifford', 'Amber Ale']",0.43862271308898926,0.5613772869110107,2
