,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,microsoft publisher 2007 version upgrade,microsoft,99.95,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,229.95,"('rtable_title',)",['microsoft excel 2007 ( pc )'],['395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server'],1,0,0.013779518,0.9862205,2
18,,microsoft excel 2007 ( pc,,99.95,microsoft excel 2007 ( pc ),,229.95,"('ltable_title', 'ltable_manufacturer')","['microsoft publisher 2007 version upgrade', 'microsoft']","['microsoft excel 2007 ( pc', nan]",1,0,0.052907273,0.9470928,2
16,,microsoft excel 2007 (,microsoft,229.95,microsoft excel 2007 ( pc ),,229.95,"('ltable_title', 'ltable_price')","['microsoft publisher 2007 version upgrade', 99.95]","['microsoft excel 2007 (', 229.95]",1,0,0.02279315,0.9772068,2
14,,excel 2007 ( pc ),microsoft,229.95,microsoft excel 2007 ( pc ),,229.95,"('ltable_title', 'ltable_price')","['microsoft publisher 2007 version upgrade', 99.95]","['excel 2007 ( pc )', 229.95]",1,0,0.019492166,0.9805078,2
13,,excel 2007 ( pc ),,99.95,microsoft excel 2007 ( pc ),,229.95,"('ltable_title', 'ltable_manufacturer')","['microsoft publisher 2007 version upgrade', 'microsoft']","['excel 2007 ( pc )', nan]",1,0,0.15018865,0.8498113,2
12,,microsoft publisher 2007 version upgrade,microsoft,99.95,3745 ser ios ent cd374-esk9 = ),cisco systems enterprise,229.95,"('rtable_title', 'rtable_manufacturer')","['microsoft excel 2007 ( pc )', nan]","['3745 ser ios ent cd374-esk9 = )', 'cisco systems enterprise']",1,0,0.024297783,0.9757023,2
19,,microsoft excel 2007 ( pc,microsoft,229.95,microsoft excel 2007 ( pc ),,229.95,"('ltable_title', 'ltable_price')","['microsoft publisher 2007 version upgrade', 99.95]","['microsoft excel 2007 ( pc', 229.95]",1,0,0.016995542,0.98300445,2
9,,microsoft publisher 2007 version upgrade,microsoft,99.95,upgrade 3d for,hummingbird communications,229.95,"('rtable_title', 'rtable_manufacturer')","['microsoft excel 2007 ( pc )', nan]","['upgrade 3d for', 'hummingbird communications']",1,0,0.30648112,0.69351894,2
10,,microsoft publisher 2007 version upgrade,microsoft,99.95,upgrade 3d for exceed,hummingbird communications,229.95,"('rtable_title', 'rtable_manufacturer')","['microsoft excel 2007 ( pc )', nan]","['upgrade 3d for exceed', 'hummingbird communications']",1,0,0.03865268,0.9613473,2
6,,microsoft publisher 2007 version upgrade,microsoft,99.95,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,6594.2,"('rtable_title', 'rtable_price')","['microsoft excel 2007 ( pc )', 229.95]","['395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server', 6594.2]",1,0,0.013443574,0.98655635,2
5,,microsoft publisher 2007 version upgrade,microsoft,99.95,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,229.95,"('rtable_title', 'rtable_manufacturer')","['microsoft excel 2007 ( pc )', nan]","['395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server', nan]",1,0,0.012728292,0.9872717,2
4,,microsoft publisher 2007 version upgrade,microsoft,99.95,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,229.95,"('rtable_title',)",['microsoft excel 2007 ( pc )'],['395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server'],1,0,0.013779512,0.9862205,2
2,,microsoft publisher 2007 version upgrade,microsoft,99.95,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,6594.2,"('rtable_title', 'rtable_price')","['microsoft excel 2007 ( pc )', 229.95]","['395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server', 6594.2]",1,0,0.013443574,0.98655635,2
1,,microsoft publisher 2007 version upgrade,microsoft,99.95,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,229.95,"('rtable_title', 'rtable_manufacturer')","['microsoft excel 2007 ( pc )', nan]","['395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server', nan]",1,0,0.012728292,0.9872717,2
8,,microsoft publisher 2007 version upgrade,microsoft,99.95,dan rodowicz yamaha i 'll be seeing you jazz gems ( for xg-compatible modules ),,229.95,"('rtable_title', 'rtable_manufacturer')","['microsoft excel 2007 ( pc )', nan]","[""dan rodowicz yamaha i 'll be seeing you jazz gems ( for xg-compatible modules )"", nan]",1,0,0.0806952,0.9193047,2
7,,microsoft publisher 2007 version upgrade,microsoft,99.95,395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server,,6594.2,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['microsoft excel 2007 ( pc )', nan, 229.95]","['395-03824 microsoft exchange server 2007 enterprise edition complete package 1 server', nan, 6594.2]",1,0,0.013006625,0.98699343,3
11,,microsoft publisher 2007 version upgrade,microsoft,99.95,upgrade 3d for exceed,hummingbird communications,,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['microsoft excel 2007 ( pc )', nan, 229.95]","['upgrade 3d for exceed', 'hummingbird communications', nan]",1,0,0.45861915,0.5413809,3
