,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,27915,7443.99,da-glas base rear projection screen - 70 x 70 av format,projection screens,da-lite,nan,2622.99,0
1,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,d1680,7443.99,da-glas base rear projection screen - 70 x 70 av format,projection screens,da-lite,nan,2622.99,0
2,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,27915,17.13,da-glas base rear projection screen - 70 x 70 av format,projection screens,da-lite,nan,2622.99,0
3,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,d1680,7443.99,accell ultraav b101b-003b display port with vga active adapter,projection screens,da-lite,nan,2622.99,0
4,srs labs analog rca volume leveler,electronics - general,da-lite,27915,7443.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,nan,12.71,0
5,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27915,24.94,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,tricool 120mm,2622.99,1
6,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,27915,17.13,da-glas base rear projection screen - 70 x 70 av format,switches,da-lite,nan,2622.99,0
7,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27915,7443.99,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,external hard drives,da-lite,512-p3-1301-kr,2622.99,0
8,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,resl422b-e,7443.99,da-glas base rear projection screen - 70 x 70 av format,projection screens,da-lite,nan,2622.99,0
9,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27915,7443.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,verbatim,nan,2622.99,1
