,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,canon black rechargeable battery 9612a001,nan,nan,belkin neoprene sleeve for macbook air neoprene black,nan,1
1,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,139.0,nan,maytag 2.0 cu . ft. over-the-range microwave oven,479.0,1
2,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,nan,panasonic dect 6.0 series 4 handset cordless phone system with answering system,sony np-fh100 lithium ion camcorder battery npfh100,nan,1
3,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,139.0,nan,maytag 2.0 cu . ft. over-the-range microwave oven,329.0,1
4,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,69.0,16:9 2.7 ' hybrid lcd,maytag 2.0 cu . ft. over-the-range microwave oven,11.89,1
5,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,139.0,panasonic dect 6.0 series 4 handset cordless phone system with answering system,sony np-fh100 lithium ion camcorder battery npfh100,nan,1
6,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100,nan,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,sony np-fh100 lithium ion camcorder battery npfh100,nan,1
7,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,belkin neoprene sleeve for macbook air f8n065blk,139.0,nan,belkin neoprene sleeve for macbook air neoprene black,1079.96,1
8,"samsung 55 ' series 9 lcd black flat panel hdtv ln55a950 touch of color design full 1080p high definition resolution 2,000,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( ntsc/atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers picture-in-picture ( pip ) integrated woofer wide color gamut led backlight black finish",belkin neoprene sleeve for macbook air f8n065blk,139.0,nan,olympus fe-360 digital camera pink 226540,479.0,1
9,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh,69.0,nan,maytag 2.0 cu . ft. over-the-range microwave oven,11.89,1
