,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,hp 85a laserjet black toner print cartridge - retail packaging ce285a,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['hp 85a laserjet black toner print cartridge - retail packaging ce285a'],1,0,0.0012912607,0.9987087,2
1,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,ce285a,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_modelno',)",['hp ce505xd'],['ce285a'],1,0,0.40430596,0.595694,2
2,,hp 85a laserjet black toner print cartridge - retail packaging ce285a,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['hp 85a laserjet black toner print cartridge - retail packaging ce285a'],1,0,0.0012912607,0.9987087,2
3,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,ce285a,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_modelno',)",['hp ce505xd'],['ce285a'],1,0,0.40430596,0.595694,2
4,,hp 85a laserjet,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['hp 85a laserjet'],1,0,0.0012590105,0.998741,2
5,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,ce285a,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_modelno',)",['hp ce505xd'],['ce285a'],1,0,0.40430596,0.595694,2
6,,toner print cartridge - retail packaging ce285a,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['toner print cartridge - retail packaging ce285a'],1,0,0.0012281302,0.99877185,2
7,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,ce285a,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_modelno',)",['hp ce505xd'],['ce285a'],1,0,0.40430596,0.595694,2
8,,hp 85a laserjet black toner print cartridge,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['hp 85a laserjet black toner print cartridge'],1,0,0.0014229849,0.998577,2
9,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,ce285a,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_modelno',)",['hp ce505xd'],['ce285a'],1,0,0.40430602,0.595694,2
10,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,hp ce505xd,,"('rtable_modelno',)",['ce285a'],['hp ce505xd'],1,0,0.0016113436,0.99838865,2
11,,draper at1200 access multiview series e acoustically transparent screen - 106 diagonal hdtv to ntsc format,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['draper at1200 access multiview series e acoustically transparent screen - 106 diagonal hdtv to ntsc format'],1,0,0.0018631128,0.9981369,2
12,,black toner print cartridge - retail packaging ce285a,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['black toner print cartridge - retail packaging ce285a'],1,0,0.0012480185,0.998752,2
13,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,ce285a,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_modelno',)",['hp ce505xd'],['ce285a'],1,0,0.40430596,0.595694,2
14,,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,hp ce505xd,,"('rtable_modelno',)",['ce285a'],['hp ce505xd'],1,0,0.0016113436,0.99838865,2
