,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Dirndyl Dropper,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],['Dirndyl Dropper'],0.26820695,0.73179305,2
29,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.20 %,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '7.40 %']","['Amber Ale', '7.20 %']",0.3963342,0.60366577,2
60,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,6.60 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",['7.40 %'],['6.60 %'],0.3865545,0.61344546,2
31,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",['7.40 %'],['7.20 %'],0.47574016,0.5242598,2
32,Citrus Wizard,Cigar City Brewing,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Honey Basil Amber', 'Rude Hippo Brewing Company']","['Citrus Wizard', 'Cigar City Brewing']",0.32192495,0.6780751,2
33,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.40 %']","['American Amber / Red Ale', '7.20 %']",0.47574016,0.5242598,2
37,Heart O ' Texas,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],"[""Heart O ' Texas""]",0.13300994,0.86699003,2
38,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.42612043,0.57387954,2
39,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,6.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",['7.40 %'],['6.20 %'],0.4960009,0.50399905,2
40,Heart O ' Texas,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')","['Honey Basil Amber', 'American Amber / Red Ale']","[""Heart O ' Texas"", 'American Amber / Red Ale']",0.13300994,0.86699003,2
41,Heart O ' Texas,Rude Hippo Brewing Company,American Amber / Red Ale,6.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Honey Basil Amber', '7.40 %']","[""Heart O ' Texas"", '6.20 %']",0.1568476,0.84315246,2
28,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.20 %,"('rtable_ABV',)",['7.40 %'],['7.20 %'],0.3963342,0.60366577,2
42,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,6.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.40 %']","['American Amber / Red Ale', '6.20 %']",0.4960009,0.50399905,2
45,Honey Basil Amber,Brasserie Artisanale Le Saint Graal,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name',)",['Rude Hippo Brewing Company'],['Brasserie Artisanale Le Saint Graal'],0.2594225,0.7405775,2
46,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0.42612043,0.57387954,2
47,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,8.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",['7.40 %'],['8.20 %'],0.4079261,0.59207386,2
