,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,canon pixma multifunction printer mx310,pixma mx700 office all-in-one printer,,canon pixma mx700 multifunction photo printer 2186b002,canon pixma mx700 office all-in-one printer,,"('ltable_description',)","['canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos']",['pixma mx700 office all-in-one printer'],0.37470677,0.62529325,2
31,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents",,"('rtable_name', 'rtable_description')","['canon pixma mx700 multifunction photo printer 2186b002', 'canon pixma mx700 office all-in-one printer']","['canon pixma multifunction printer mx310', 'canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents']",0.01959259,0.9804074,2
30,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma mx700 multifunction photo printer 2186b002,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents",,"('rtable_description',)",['canon pixma mx700 office all-in-one printer'],"['canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents']",0.06895327,0.9310467,2
28,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma mx700 multifunction photo printer 2186b002,"1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,"('rtable_description', 'rtable_price')","['canon pixma mx700 office all-in-one printer', nan]","['1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos', nan]",0.27690044,0.7230996,2
27,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma multifunction printer mx310,"1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,"('rtable_name', 'rtable_description')","['canon pixma mx700 multifunction photo printer 2186b002', 'canon pixma mx700 office all-in-one printer']","['canon pixma multifunction printer mx310', '1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos']",0.25751457,0.74248546,2
26,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma mx700 multifunction photo printer 2186b002,"1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,"('rtable_description',)",['canon pixma mx700 office all-in-one printer'],"['1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos']",0.27690044,0.7230996,2
24,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma mx700 multifunction photo printer 2186b002,canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start,,"('rtable_description', 'rtable_price')","['canon pixma mx700 office all-in-one printer', nan]","['canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start', nan]",0.05220044,0.94779956,2
23,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma multifunction printer mx310,canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start,,"('rtable_name', 'rtable_description')","['canon pixma mx700 multifunction photo printer 2186b002', 'canon pixma mx700 office all-in-one printer']","['canon pixma multifunction printer mx310', 'canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start']",0.02185988,0.9781401,2
22,canon pixma multifunction printer mx310,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",,canon pixma mx700 multifunction photo printer 2186b002,canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start,,"('rtable_description',)",['canon pixma mx700 office all-in-one printer'],['canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start'],0.05220044,0.94779956,2
20,canon pixma mx700 multifunction photo printer 2186b002,canon pixma,,canon pixma mx700 multifunction photo printer 2186b002,canon pixma mx700 office all-in-one printer,,"('ltable_name', 'ltable_description')","['canon pixma multifunction printer mx310', 'canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos']","['canon pixma mx700 multifunction photo printer 2186b002', 'canon pixma']",0.4552848,0.54471517,2
