,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Engine House No. 9 Rowdy Dick Amber Ale,Engine House No. 9 Restaurant and Brewery,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Iron Horse Fresh Hop Imperial Red Ale', 'Iron Horse Brewery']","['Engine House No. 9 Rowdy Dick Amber Ale', 'Engine House No. 9 Restaurant and Brewery']",0.20296738,0.7970327,2
12,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Howe Sound Mettleman Copper Ale,Howe Sound Brewing,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Iron Horse Fresh Hop Imperial Red Ale', 'Iron Horse Brewery']","['Howe Sound Mettleman Copper Ale', 'Howe Sound Brewing']",0.33195525,0.6680447,2
21,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Kern River Double Dirty Hippie,Iron Horse Brewery,American Strong Ale,-,"('rtable_Beer_Name',)",['Iron Horse Fresh Hop Imperial Red Ale'],['Kern River Double Dirty Hippie'],0.47488388,0.5251161,2
22,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Kern River Double Dirty Hippie,Iron Horse Brewery,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Iron Horse Fresh Hop Imperial Red Ale', 'American Strong Ale']","['Kern River Double Dirty Hippie', 'American Strong Ale']",0.47488388,0.5251161,2
23,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Kern River Double Dirty Hippie,Iron Horse Brewery,American Strong Ale,10 %,"('rtable_Beer_Name', 'rtable_ABV')","['Iron Horse Fresh Hop Imperial Red Ale', '-']","['Kern River Double Dirty Hippie', '10 %']",0.45257652,0.5474235,2
17,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Brewster_s Red Hop Lover,Iron Horse Brewery,Bitter,-,"('rtable_Beer_Name', 'rtable_Style')","['Iron Horse Fresh Hop Imperial Red Ale', 'American Strong Ale']","['Brewster_s Red Hop Lover', 'Bitter']",0.39406633,0.6059336,2
7,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Right Brain Fenton Fire Hall Ale,Right Brain Brewery,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Iron Horse Fresh Hop Imperial Red Ale', 'Iron Horse Brewery']","['Right Brain Fenton Fire Hall Ale', 'Right Brain Brewery']",0.29101032,0.7089897,2
8,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Right Brain Fenton Fire Hall Ale,Iron Horse Brewery,American Strong Ale,4.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Iron Horse Fresh Hop Imperial Red Ale', '-']","['Right Brain Fenton Fire Hall Ale', '4.80 %']",0.3410464,0.6589536,2
25,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Howe Sound Boomer_s Canadian Red Ale,Howe Sound Brewing,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Iron Horse Fresh Hop Imperial Red Ale', 'Iron Horse Brewery']","['Howe Sound Boomer_s Canadian Red Ale', 'Howe Sound Brewing']",0.27768594,0.72231406,2
2,Green Flash Hop Head Red Ale,Green Flash Brewing Co. .,American Amber / Red Ale,8.10 %,Engine House No. 9 Rowdy Dick Amber Ale,Iron Horse Brewery,American Strong Ale,5.30 %,"('rtable_Beer_Name', 'rtable_ABV')","['Iron Horse Fresh Hop Imperial Red Ale', '-']","['Engine House No. 9 Rowdy Dick Amber Ale', '5.30 %']",0.46033537,0.5396647,2
