,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,apple final cut studio 2 ( mac ),apple,1299.0,apple final cut studio 2,apple software,79.99,"('rtable_title',)",['apple software m9372z/a final cut express 2.0 upgrade'],['apple final cut studio 2'],1,0,0.018519513,0.98148054,2
24,,apple software m9372z/a final cut express 2.0 upgrade,software,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_manufacturer')","['apple final cut studio 2 ( mac )', 'apple']","['apple software m9372z/a final cut express 2.0 upgrade', 'software']",1,0,0.017616097,0.98238397,2
23,,apple software m9372z/a final cut express 2.0 upgrade,apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title',)",['apple final cut studio 2 ( mac )'],['apple software m9372z/a final cut express 2.0 upgrade'],1,0,0.013526535,0.98647344,2
21,,apple final cut studio 2 ( mac ),apple,1299.0,storageworks secure path 3.0 d for hp-ux workgroup edition 50 licenses,apple software,68402.75,"('rtable_title', 'rtable_price')","['apple software m9372z/a final cut express 2.0 upgrade', 79.99]","['storageworks secure path 3.0 d for hp-ux workgroup edition 50 licenses', 68402.75]",1,0,0.1205877,0.87941223,2
20,,apple final cut studio 2 ( mac ),apple,1299.0,storageworks secure path 3.0 d for hp-ux workgroup edition 50 licenses,,79.99,"('rtable_title', 'rtable_manufacturer')","['apple software m9372z/a final cut express 2.0 upgrade', 'apple software']","['storageworks secure path 3.0 d for hp-ux workgroup edition 50 licenses', nan]",1,0,0.11208113,0.88791883,2
18,,express 2.0 upgrade,apple,79.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_price')","['apple final cut studio 2 ( mac )', 1299.0]","['express 2.0 upgrade', 79.99]",1,0,0.016087236,0.98391277,2
17,,express 2.0 upgrade,apple software,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_manufacturer')","['apple final cut studio 2 ( mac )', 'apple']","['express 2.0 upgrade', 'apple software']",1,0,0.016570892,0.98342913,2
16,,express 2.0 upgrade,apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title',)",['apple final cut studio 2 ( mac )'],['express 2.0 upgrade'],1,0,0.034688227,0.9653118,2
14,,software m9372z/a final cut express 2.0 upgrade,apple,79.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_price')","['apple final cut studio 2 ( mac )', 1299.0]","['software m9372z/a final cut express 2.0 upgrade', 79.99]",1,0,0.014867964,0.98513204,2
25,,apple software m9372z/a final cut express 2.0 upgrade,apple,79.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_price')","['apple final cut studio 2 ( mac )', 1299.0]","['apple software m9372z/a final cut express 2.0 upgrade', 79.99]",1,0,0.01657509,0.98342496,2
12,,software m9372z/a final cut express 2.0 upgrade,apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title',)",['apple final cut studio 2 ( mac )'],['software m9372z/a final cut express 2.0 upgrade'],1,0,0.014494926,0.98550504,2
13,,software m9372z/a final cut express 2.0 upgrade,apple software,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_manufacturer')","['apple final cut studio 2 ( mac )', 'apple']","['software m9372z/a final cut express 2.0 upgrade', 'apple software']",1,0,0.016149303,0.98385066,2
10,,apple software m9372z/a final cut express 2.0,apple,79.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_price')","['apple final cut studio 2 ( mac )', 1299.0]","['apple software m9372z/a final cut express 2.0', 79.99]",1,0,0.027252747,0.9727473,2
9,,apple software m9372z/a final cut express 2.0,apple software,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_manufacturer')","['apple final cut studio 2 ( mac )', 'apple']","['apple software m9372z/a final cut express 2.0', 'apple software']",1,0,0.03345912,0.9665409,2
8,,apple software m9372z/a final cut express 2.0,apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title',)",['apple final cut studio 2 ( mac )'],['apple software m9372z/a final cut express 2.0'],1,0,0.060178865,0.93982106,2
6,,m9372z/a final cut express 2.0 upgrade,apple,79.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_price')","['apple final cut studio 2 ( mac )', 1299.0]","['m9372z/a final cut express 2.0 upgrade', 79.99]",1,0,0.018705554,0.9812944,2
5,,m9372z/a final cut express 2.0 upgrade,apple software,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_manufacturer')","['apple final cut studio 2 ( mac )', 'apple']","['m9372z/a final cut express 2.0 upgrade', 'apple software']",1,0,0.017928172,0.9820718,2
4,,m9372z/a final cut express 2.0 upgrade,apple,1299.0,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title',)",['apple final cut studio 2 ( mac )'],['m9372z/a final cut express 2.0 upgrade'],1,0,0.014230626,0.98576945,2
2,,apple final cut studio 2 ( mac ),apple,1299.0,apple final cut studio 2,apple software,1299.99,"('rtable_title', 'rtable_price')","['apple software m9372z/a final cut express 2.0 upgrade', 79.99]","['apple final cut studio 2', 1299.99]",1,0,0.0142225,0.98577756,2
1,,apple final cut studio 2 ( mac ),apple,1299.0,apple final cut studio 2,,79.99,"('rtable_title', 'rtable_manufacturer')","['apple software m9372z/a final cut express 2.0 upgrade', 'apple software']","['apple final cut studio 2', nan]",1,0,0.02029317,0.97970676,2
15,,software m9372z/a final cut express 2.0 upgrade,apple software,79.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['apple final cut studio 2 ( mac )', 'apple', 1299.0]","['software m9372z/a final cut express 2.0 upgrade', 'apple software', 79.99]",1,0,0.014623241,0.9853768,3
7,,m9372z/a final cut express 2.0 upgrade,apple software,79.99,apple software m9372z/a final cut express 2.0 upgrade,apple software,79.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['apple final cut studio 2 ( mac )', 'apple', 1299.0]","['m9372z/a final cut express 2.0 upgrade', 'apple software', 79.99]",1,0,0.017019788,0.98298025,3
