,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,on index selection schemes for nested object hierarchies vldb 1994,"sudarshan s. chawathe , ming-syan chen , philip s. yu",vldb,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_authors')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', nan]","['on index selection schemes for nested object hierarchies vldb 1994', 'sudarshan s. chawathe , ming-syan chen , philip s. yu']",0.10617945,0.8938206,2
30,ominisearch : a method for searching dynamic content on the web 2001,,vldb,,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_year')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', 1994.0]","['ominisearch : a method for searching dynamic content on the web 2001', nan]",0.47727677,0.52272314,2
29,ominisearch : a method for searching dynamic content on the web 2001,"henrique paques , ling liu , david buttler , calton pu",vldb,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_authors')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', nan]","['ominisearch : a method for searching dynamic content on the web 2001', 'henrique paques , ling liu , david buttler , calton pu']",0.004312478,0.99568754,2
24,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",,vldb,1996.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_year')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', 1994.0]","['index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan', 1996.0]",4.843739e-06,0.9999951,2
23,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",,vldb j.,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_venue')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', 'vldb']","['index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan', 'vldb j.']",6.1698165e-06,0.9999938,2
22,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",,vldb,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_authors')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', nan]","['index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan', nan]",4.843739e-06,0.9999951,2
21,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan",,vldb,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title',)","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan']","['index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan']",4.843739e-06,0.9999951,2
15,"mining frequent patterns without candidate generation jian pei , jiawei han , yiwen yin sigmod conference 2000",,,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_venue')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', 'vldb']","['mining frequent patterns without candidate generation jian pei , jiawei han , yiwen yin sigmod conference 2000', nan]",0.012698359,0.9873016,2
14,"mining frequent patterns without candidate generation jian pei , jiawei han , yiwen yin sigmod conference 2000",,vldb,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title', 'ltable_authors')","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan', nan]","['mining frequent patterns without candidate generation jian pei , jiawei han , yiwen yin sigmod conference 2000', nan]",0.023109773,0.9768902,2
13,"mining frequent patterns without candidate generation jian pei , jiawei han , yiwen yin sigmod conference 2000",,vldb,1994.0,"index nesting - an efficient approach to indexing in object-oriented databases beng chin ooi , jiawei han , hongjun lu , kian lee tan the vldb journal -- the international journal on very large data bases 1996",,,,"('ltable_title',)","['integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan']","['mining frequent patterns without candidate generation jian pei , jiawei han , yiwen yin sigmod conference 2000']",0.023109773,0.9768902,2
