,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Red Headed Slut Amber Ale,Brains,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Brew_Factory_Name',)",['Twisted K-8 Brewing Company'],['Brains'],0.25973353,0.7402665,2
21,Mountian Goat Rare Breed India Red Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.60 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Headed Slut Amber Ale', '6.50 %']","['Mountian Goat Rare Breed India Red Ale', '6.60 %']",0.3820556,0.61794436,2
52,Blood Shot Red,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Headed Slut Amber Ale', 'American Amber / Red Ale']","['Blood Shot Red', 'American Amber / Red Ale']",0.43759593,0.5624041,2
27,Big Red Rooster,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Headed Slut Amber Ale', 'American Amber / Red Ale']","['Big Red Rooster', 'American Amber / Red Ale']",0.31574085,0.6842592,2
28,Big Red Rooster,Twisted K-8 Brewing Company,American Amber / Red Ale,4.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Headed Slut Amber Ale', '6.50 %']","['Big Red Rooster', '4.50 %']",0.29569992,0.7043001,2
32,Red Headed Slut Amber Ale,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Brew_Factory_Name',)",['Twisted K-8 Brewing Company'],['Cervejaria Peter Von Brutschen Ltda .'],0.43787226,0.56212777,2
33,Heilige Red Ale,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Headed Slut Amber Ale', 'Twisted K-8 Brewing Company']","['Heilige Red Ale', 'Cervejaria Peter Von Brutschen Ltda .']",0.4499369,0.5500631,2
34,Red Headed Slut Amber Ale,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Twisted K-8 Brewing Company', 'American Amber / Red Ale']","['Cervejaria Peter Von Brutschen Ltda .', 'American Amber / Red Ale']",0.43787226,0.56212777,2
20,Mountian Goat Rare Breed India Red Ale,Twisted K-8 Brewing Company,American Amber / Red Ale,6.50 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Headed Slut Amber Ale', 'American Amber / Red Ale']","['Mountian Goat Rare Breed India Red Ale', 'American Amber / Red Ale']",0.17307599,0.82692397,2
35,Red Headed Slut Amber Ale,Cervejaria Peter Von Brutschen Ltda .,American Amber / Red Ale,6.00 %,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Twisted K-8 Brewing Company', '6.50 %']","['Cervejaria Peter Von Brutschen Ltda .', '6.00 %']",0.30212298,0.697877,2
