,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,mp3 accessories,arkon,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear,laminating supplies,netgear,gb01959,7.53,0
1,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,mp3 accessories,arkon,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear,laminating supplies,netgear,be450g,7.53,0
2,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,mp3 accessories,arkon,gb01959,17.13,griffin technology formfit for ipod touch 4g pink clear,laminating supplies,netgear,be450g,2622.99,0
3,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,mp3 accessories,arkon,27915,17.13,griffin technology formfit for ipod touch 4g pink clear,laminating supplies,netgear,be450g,2622.99,0
4,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,mp3 accessories,hp,27915,17.13,griffin technology formfit for ipod touch 4g pink clear,laminating supplies,netgear,be450g,2622.99,0
5,samsung s2 640gb usb 3.0 portable external hard drive red,mp3 accessories,tribeca,gb01959,17.13,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,cases,samsung,2455b002,7.53,0
6,srs labs analog rca volume leveler,mp3 accessories,apc,e450h11a,180.0,griffin technology formfit for ipod touch 4g pink clear,all-in-one printers,griffin technology,gb01959,7.53,0
7,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,stationery & office machinery,balt,gb01959,17.13,accell ultraav b101b-003b display port with vga active adapter,cases,griffin technology,bv8966b,11.18,0
8,srs labs analog rca volume leveler,mp3 accessories,apc,e450h11a,180.0,griffin technology formfit for ipod touch 4g pink clear,all-in-one printers,griffin technology,gb01959,24.09,0
9,san francisco 49ers camera case,mp3 accessories,arkon,gb01959,6426.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,laminating supplies,griffin technology,gb01959,16.87,0
