,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,me-too-software,29.95,microsoft office 2004 professional ( mac ),riverdeep-learning-company,99.95,microsoft onenote 2007 ( pc ),1
1,global-software-publishing,499.99,microsoft visual studio test agent 2005 cd 1 processor license,global-software-publishing,99.95,microsoft onenote 2007 ( pc ),1
2,global-software-publishing,499.99,microsoft office 2004 professional ( mac ),global-software-publishing,99.95,microsoft onenote 2007 ( pc ),1
3,global-software-publishing,499.99,microsoft office 2004 professional ( mac ),sibelius-software-ltd .,99.95,microsoft onenote 2007 ( pc ),1
4,global-software-publishing,499.99,microsoft visual studio test agent 2005 cd 1 processor license,global-software-publishing,99.95,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),1
5,global-software-publishing,499.99,microsoft office 2004 professional ( mac ),global-software-publishing,99.95,microsoft excel 2007 ( pc ),1
6,global-software-publishing,499.99,microsoft excel 2004 ( mac ),global-software-publishing,99.95,individual software professor teaches microsoft office 2007,1
7,global-software-publishing,499.99,microsoft office 2004 professional ( mac ),sibelius-software-ltd .,99.95,palo alto business plan pro 2007,1
8,global-software-publishing,229.99,microsoft office 2004 professional ( mac ),global-software-publishing,99.95,microsoft excel 2007 ( pc ),1
9,global-software-publishing,499.99,microsoft excel 2004 ( mac ),global-software-publishing,28.5,individual software professor teaches microsoft office 2007,1
