,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,sony turntable pslx350h,"1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g",,"('rtable_name',)",['linksys wpsm54g wireless-g usb print server'],['sony turntable pslx350h'],1,0,0.4123925,0.5876075,2
234,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,sony turntable pslx350h,"1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g",,"('rtable_name',)",['linksys wpsm54g wireless-g usb print server'],['sony turntable pslx350h'],1,0,0.4123925,0.5876075,2
233,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,sony turntable pslx350h,"1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g",,"('rtable_name',)",['linksys wpsm54g wireless-g usb print server'],['sony turntable pslx350h'],1,0,0.4123925,0.5876075,2
231,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,linksys wpsm54g wireless-g usb print server,series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","['1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g', nan]","[""series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.051767044,0.94823295,2
230,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,bose acoustimass 5 series iii speaker system am53bk,series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,,"('rtable_name', 'rtable_description')","['linksys wpsm54g wireless-g usb print server', '1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g']","['bose acoustimass 5 series iii speaker system am53bk', ""series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.13444206,0.8655579,2
229,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,linksys wpsm54g wireless-g usb print server,series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,,"('rtable_description',)","['1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g']","[""series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.06940976,0.9305902,2
228,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,bose acoustimass 5 series iii speaker system am53bk,"1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g",,"('rtable_name',)",['linksys wpsm54g wireless-g usb print server'],['bose acoustimass 5 series iii speaker system am53bk'],1,0,0.022571836,0.97742814,2
226,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,linksys wpsm54g wireless-g usb print server,bose acoustimass 5 series iii speaker system am53bk,399.0,"('rtable_description', 'rtable_price')","['1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g', nan]","['bose acoustimass 5 series iii speaker system am53bk', 399.0]",1,0,0.022707252,0.9772928,2
236,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,netgear prosafe jgs524f 24-port gigabit ethernet switch jgs524fna,"1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g",,"('rtable_name',)",['linksys wpsm54g wireless-g usb print server'],['netgear prosafe jgs524f 24-port gigabit ethernet switch jgs524fna'],1,0,0.023657864,0.9763422,2
225,,linksys wireless-g ethernet bridge wet54g,"linksys wireless-g ethernet bridge wet54g converts wired-ethernet devices to wireless-g network connectivity for windows , macintosh , linux , playstation consoles , xbox consoles , or anything with an ethernet port plug and play , no driver installation require",89.0,bose acoustimass 5 series iii speaker system am53bk,bose acoustimass 5 series iii speaker system am53bk,,"('rtable_name', 'rtable_description')","['linksys wpsm54g wireless-g usb print server', '1 x 10/100base-tx network , 1 x usb wi-fi ieee 802.11 b/g']","['bose acoustimass 5 series iii speaker system am53bk', 'bose acoustimass 5 series iii speaker system am53bk']",1,0,0.06779013,0.93220985,2
