,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` l \ ` auberge ',' 1191 1st ave. between 64th and 65th sts . ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_addr')","[""` le perigord '"", ""' 405 e. 52nd st. '""]","[""` l \\ ` auberge '"", ""' 1191 1st ave. between 64th and 65th sts . '""]",0.45026794,0.549732,2
50,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,aqua,' 3 e. 52nd st. ',` san francisco ',212-752-1495,` french ( classic ) ',623,"('rtable_name', 'rtable_city')","[""` la grenouille '"", ""` new york city '""]","['aqua', ""` san francisco '""]",0.2684072,0.73159283,2
51,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,aqua,' 3 e. 52nd st. ',` new york city ',415-956-9662,` french ( classic ) ',623,"('rtable_name', 'rtable_phone')","[""` la grenouille '"", '212-752-1495']","['aqua', '415-956-9662']",0.4646287,0.53537124,2
52,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,aqua,' 3 e. 52nd st. ',` new york city ',212-752-1495,` american ( new ) ',623,"('rtable_name', 'rtable_res_type')","[""` la grenouille '"", ""` french ( classic ) '""]","['aqua', ""` american ( new ) '""]",0.4122347,0.5877653,2
67,` l \ ` auberge du midi ',' 310 w. 4th st. between w. 12th and bank sts . ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_addr')","[""` le perigord '"", ""' 405 e. 52nd st. '""]","[""` l \\ ` auberge du midi '"", ""' 310 w. 4th st. between w. 12th and bank sts . '""]",0.08246221,0.9175378,2
68,` le perigord ',' 310 w. 4th st. between w. 12th and bank sts . ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr', 'ltable_city')","[""' 405 e. 52nd st. '"", ""` new york '""]","[""' 310 w. 4th st. between w. 12th and bank sts . '"", ""` new york '""]",0.39769882,0.6023012,2
69,` le perigord ',' 310 w. 4th st. between w. 12th and bank sts . ',` new york ',212/242 -4705,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr', 'ltable_phone')","[""' 405 e. 52nd st. '"", '212/755 -6244']","[""' 310 w. 4th st. between w. 12th and bank sts . '"", '212/242 -4705']",0.39769882,0.6023012,2
70,` le perigord ',' 310 w. 4th st. between w. 12th and bank sts . ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr', 'ltable_res_type')","[""' 405 e. 52nd st. '"", 'french']","[""' 310 w. 4th st. between w. 12th and bank sts . '"", 'french']",0.39769882,0.6023012,2
71,` le perigord ',' 310 w. 4th st. between w. 12th and bank sts . ',` new york ',212/755 -6244,french,279,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr', 'ltable_class')","[""' 405 e. 52nd st. '"", 291]","[""' 310 w. 4th st. between w. 12th and bank sts . '"", 279]",0.4295483,0.5704517,2
98,` caffe reggio ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name',)","[""` le perigord '""]","[""` caffe reggio '""]",0.3394029,0.6605971,2
99,` caffe reggio ',' 119 macdougal st. between 3rd and bleecker sts . ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_addr')","[""` le perigord '"", ""' 405 e. 52nd st. '""]","[""` caffe reggio '"", ""' 119 macdougal st. between 3rd and bleecker sts . '""]",0.099965975,0.90003407,2
100,` caffe reggio ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_city')","[""` le perigord '"", ""` new york '""]","[""` caffe reggio '"", ""` new york '""]",0.3394029,0.6605971,2
101,` caffe reggio ',' 405 e. 52nd st. ',` new york ',212/475 -9557,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_phone')","[""` le perigord '"", '212/755 -6244']","[""` caffe reggio '"", '212/475 -9557']",0.3394029,0.6605971,2
110,` san domenico ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name',)","[""` le perigord '""]","[""` san domenico '""]",0.028796798,0.97120315,2
111,` san domenico ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_city')","[""` le perigord '"", ""` new york '""]","[""` san domenico '"", ""` new york '""]",0.02879676,0.97120327,2
112,` san domenico ',' 405 e. 52nd st. ',` new york ',212/265 -5959,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_phone')","[""` le perigord '"", '212/755 -6244']","[""` san domenico '"", '212/265 -5959']",0.028796798,0.97120315,2
113,` san domenico ',' 405 e. 52nd st. ',` new york ',212/755 -6244,italian,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_res_type')","[""` le perigord '"", 'french']","[""` san domenico '"", 'italian']",0.014129864,0.9858701,2
114,` san domenico ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,57,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_name', 'ltable_class')","[""` le perigord '"", 291]","[""` san domenico '"", 57]",0.033017356,0.9669826,2
126,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 923 e. third st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('rtable_addr',)","[""' 3 e. 52nd st. '""]","[""' 923 e. third st. '""]",0.3212194,0.67878056,2
127,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 923 e. third st. ',` los angeles ',212-752-1495,` french ( classic ) ',623,"('rtable_addr', 'rtable_city')","[""' 3 e. 52nd st. '"", ""` new york city '""]","[""' 923 e. third st. '"", ""` los angeles '""]",0.03887759,0.9611224,2
128,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 923 e. third st. ',` new york city ',213-687-7178,` french ( classic ) ',623,"('rtable_addr', 'rtable_phone')","[""' 3 e. 52nd st. '"", '212-752-1495']","[""' 923 e. third st. '"", '213-687-7178']",0.3212194,0.67878056,2
129,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,` la grenouille ',' 923 e. third st. ',` new york city ',212-752-1495,` french ( classic ) ',588,"('rtable_addr', 'rtable_class')","[""' 3 e. 52nd st. '"", 623]","[""' 923 e. third st. '"", 588]",0.47830898,0.521691,2
49,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,aqua,' 252 california st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('rtable_name', 'rtable_addr')","[""` la grenouille '"", ""' 3 e. 52nd st. '""]","['aqua', ""' 252 california st. '""]",0.11381268,0.88618726,2
48,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,aqua,' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('rtable_name',)","[""` la grenouille '""]",['aqua'],0.4646287,0.53537124,2
66,` le perigord ',' 310 w. 4th st. between w. 12th and bank sts . ',` new york ',212/755 -6244,french,291,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,"('ltable_addr',)","[""' 405 e. 52nd st. '""]","[""' 310 w. 4th st. between w. 12th and bank sts . '""]",0.39769882,0.6023012,2
