,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,printers,hp,hp ce505xd,258.84,accell ultraav b101b-003b display port with vga active adapter,laser printer toner,hp,ce285a,nan,0
1,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,printers,hp,hp ce505xd,343.99,accell ultraav b101b-003b display port with vga active adapter,laser printer toner,hp,ce285a,nan,0
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,hp,hp ce505xd,258.84,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,cables interconnects,hp,ce285a,nan,0
3,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,printers,hp,hp ce505xd,343.99,accell ultraav b101b-003b display port with vga active adapter,laser printer toner,hp,301908,nan,0
4,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,hp,hp ce505xd,258.84,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,cables interconnects,hp,q3675a,nan,0
5,srs labs analog rca volume leveler,printers,hp,27557,258.84,da-lite carpeted picture king with keystone eliminator - projection screen with tripod - 1 1 - matte white - black,laser printer toner,hp,be450g,nan,0
6,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,hp,hp ce505xd,8.88,samsung s2 portable hard drive 640 gb usb 3.0 external hard drive hx-mta64da g32 snow white,cables interconnects,hp,q3675a,nan,0
7,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,printers,hp,hp ce505xd,343.99,accell ultraav b101b-003b display port with vga active adapter,laser printer toner,pny,301908,nan,0
8,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,digital cameras,hp,hd527b3,258.84,da-glas base rear projection screen - 70 x 70 av format,laser printer toner,iogear,1252972,2608.99,0
9,srs labs analog rca volume leveler,printers,hp,e450h11a,0.0,da-lite carpeted picture king with keystone eliminator - projection screen with tripod - 1 1 - matte white - black,laser printer toner,kodak,with keystone eliminator,149.29,0
