,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp 90w smart pin dongle ac adapter kg298aa,laser printer toner,hp,ce285a,,"('rtable_title',)",['hp 85a laserjet black toner print cartridge - retail packaging ce285a'],['hp 90w smart pin dongle ac adapter kg298aa'],0.026847385,0.97315264,2
25,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge,laser printer toner,hp,ce285a,,"('rtable_title',)",['hp 85a laserjet black toner print cartridge - retail packaging ce285a'],['ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge'],0.33868325,0.6613167,2
26,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge,inkjet printer ink,hp,ce285a,,"('rtable_title', 'rtable_category')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'laser printer toner']","['ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge', 'inkjet printer ink']",0.29251203,0.70748794,2
27,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge,laser printer toner,4inkjets,ce285a,,"('rtable_title', 'rtable_brand')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'hp']","['ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge', '4inkjets']",0.3432168,0.65678316,2
28,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge,laser printer toner,hp,c6578dn,,"('rtable_title', 'rtable_modelno')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'ce285a']","['ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge', 'c6578dn']",0.33868304,0.661317,2
29,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge,laser printer toner,hp,ce285a,16.99,"('rtable_title', 'rtable_price')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', nan]","['ld hewlett packard c6578dn c6578d hp 78 tri color remanufactured ink cartridge', 16.99]",0.31332815,0.68667185,2
83,ibm 28p2010 black toner cartridge,printers,hp,hp ce505xd,425.0,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title', 'ltable_price')","['hp ce505xd black laserjet print cartridges 2pk', 258.84]","['ibm 28p2010 black toner cartridge', 425.0]",0.19157334,0.8084267,2
95,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge,laser printer toner,hp,ce285a,,"('rtable_title',)",['hp 85a laserjet black toner print cartridge - retail packaging ce285a'],['ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge'],0.3664252,0.63357484,2
82,ibm 28p2010 black toner cartridge,printers,hp,28p2010,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title', 'ltable_modelno')","['hp ce505xd black laserjet print cartridges 2pk', 'hp ce505xd']","['ibm 28p2010 black toner cartridge', '28p2010']",0.18192726,0.81807274,2
80,ibm 28p2010 black toner cartridge,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title', 'ltable_category')","['hp ce505xd black laserjet print cartridges 2pk', 'printers']","['ibm 28p2010 black toner cartridge', 'printers']",0.19157334,0.8084267,2
79,ibm 28p2010 black toner cartridge,printers,hp,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title',)",['hp ce505xd black laserjet print cartridges 2pk'],['ibm 28p2010 black toner cartridge'],0.19157334,0.8084267,2
41,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp 82 - print cartridge - 1 x magenta,inkjet printer ink,hp,ce285a,,"('rtable_title', 'rtable_category')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'laser printer toner']","['hp 82 - print cartridge - 1 x magenta', 'inkjet printer ink']",0.46181706,0.5381829,2
63,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c9364wn hp 98 black remanufactured ink cartridge,laser printer toner,hp,ce285a,8.95,"('rtable_title', 'rtable_price')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', nan]","['ld hewlett packard c9364wn hp 98 black remanufactured ink cartridge', 8.95]",0.4720654,0.5279346,2
62,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c9364wn hp 98 black remanufactured ink cartridge,laser printer toner,hp,,,"('rtable_title', 'rtable_modelno')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'ce285a']","['ld hewlett packard c9364wn hp 98 black remanufactured ink cartridge', nan]",0.41127133,0.5887287,2
61,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard c9364wn hp 98 black remanufactured ink cartridge,inkjet printer ink,hp,ce285a,,"('rtable_title', 'rtable_category')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'laser printer toner']","['ld hewlett packard c9364wn hp 98 black remanufactured ink cartridge', 'inkjet printer ink']",0.28199634,0.7180037,2
81,ibm 28p2010 black toner cartridge,printers,ibm,hp ce505xd,258.84,hp 85a laserjet black toner print cartridge - retail packaging ce285a,laser printer toner,hp,ce285a,,"('ltable_title', 'ltable_brand')","['hp ce505xd black laserjet print cartridges 2pk', 'hp']","['ibm 28p2010 black toner cartridge', 'ibm']",0.19808629,0.80191374,2
96,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge,inkjet printer ink,hp,ce285a,,"('rtable_title', 'rtable_category')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'laser printer toner']","['ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge', 'inkjet printer ink']",0.17290235,0.82709765,2
53,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp 160 320gb sdlt i prelabeled data cartridge 20-pack,data cartridges,hp,ce285a,,"('rtable_title', 'rtable_category')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'laser printer toner']","['hp 160 320gb sdlt i prelabeled data cartridge 20-pack', 'data cartridges']",0.39869666,0.60130334,2
98,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge,laser printer toner,hp,,,"('rtable_title', 'rtable_modelno')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'ce285a']","['ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge', nan]",0.23529908,0.76470095,2
97,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge,laser printer toner,4inkjets,ce285a,,"('rtable_title', 'rtable_brand')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'hp']","['ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge', '4inkjets']",0.45912978,0.5408702,2
4,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp 90w smart pin dongle ac adapter kg298aa,laser printer toner,hp,ce285a,15.65,"('rtable_title', 'rtable_price')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', nan]","['hp 90w smart pin dongle ac adapter kg298aa', 15.65]",0.12935208,0.8706479,2
99,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge,laser printer toner,hp,ce285a,10.99,"('rtable_title', 'rtable_price')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', nan]","['ld hewlett packard hp cc640wn hp 60 black remanufactured ink cartridge', 10.99]",0.383947,0.616053,2
12,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cb337wn hp 75 tri color remanufactured ink cartridge,laser printer toner,hp,ce285a,,"('rtable_title',)",['hp 85a laserjet black toner print cartridge - retail packaging ce285a'],['ld hewlett packard hp cb337wn hp 75 tri color remanufactured ink cartridge'],0.45459393,0.54540604,2
14,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cb337wn hp 75 tri color remanufactured ink cartridge,laser printer toner,hp,,,"('rtable_title', 'rtable_modelno')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'ce285a']","['ld hewlett packard hp cb337wn hp 75 tri color remanufactured ink cartridge', nan]",0.3151096,0.68489045,2
13,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,ld hewlett packard hp cb337wn hp 75 tri color remanufactured ink cartridge,laser printer toner,4inkjets,ce285a,,"('rtable_title', 'rtable_brand')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'hp']","['ld hewlett packard hp cb337wn hp 75 tri color remanufactured ink cartridge', '4inkjets']",0.48709354,0.51290643,2
3,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp 90w smart pin dongle ac adapter kg298aa,laser printer toner,hp,kg298aa #aba,,"('rtable_title', 'rtable_modelno')","['hp 85a laserjet black toner print cartridge - retail packaging ce285a', 'ce285a']","['hp 90w smart pin dongle ac adapter kg298aa', 'kg298aa #aba']",0.026847385,0.97315264,2
