,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,tribeca,usb drives,nan,19.99,san francisco 49ers camera case,tribeca,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
1,tribeca,electronics - general,nan,19.99,san francisco 49ers camera case,accell,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
2,tribeca,mp3 accessories,nan,19.99,san francisco 49ers camera case,iomega,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
3,tribeca,electronics - general,nan,19.99,san francisco 49ers camera case,tribeca,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
4,tribeca,electronics - general,nan,19.99,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,kingston,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
5,tribeca,electronics - general,nan,19.99,san francisco 49ers camera case,tribeca,computers accessories,nan,149.29,san francisco 49ers ipod touch 4g hard case,1
6,tribeca,electronics - general,nan,19.99,san francisco 49ers camera case,tribeca,computers accessories,nan,94.49,san francisco 49ers ipod touch 4g hard case,1
7,tribeca,electronics - general,nan,19.99,san francisco 49ers camera case,iomega,computers accessories,nan,29.99,san francisco 49ers ipod touch 4g hard case,1
8,kingston,electronics - general,nan,19.99,san francisco 49ers camera case,tribeca,computers accessories,nan,29.99,uniden slimline corded phone with cid cw - un-1260bk,1
9,tribeca,usb drives,nan,19.99,san francisco 49ers camera case,tribeca,computers accessories,nan,29.99,da-plex base rear projection screen - 57 3 4 x 77 video format,1
