,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42.0,` la grenouille ',' 240 central park s. ',` new york city ',212-265-5959,italian,57.0,1
1,` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,144.0,` san domenico ',' 240 central park s. ',` new york city ',310-475-3585,italian,57.0,1
2,` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42.0,` san domenico ',' 155 e. 55th st. ',` new york city ',212-265-5959,italian,57.0,1
3,` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,italian,42.0,` san domenico ',' 240 central park s. ',` new york city ',212-265-5959,italian,57.0,1
4,` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42.0,` san domenico ',' 240 central park s. ',` new york city ',404-237-2700,italian,57.0,1
5,` les celebrites ',' 160 central park s ',` new york ',212/484 -5113,french,42.0,` san domenico ',' 240 central park s. ',` w. hollywood ',212-265-5959,chinese,57.0,1
6,` les celebrites ',' 160 central park s ',` las vegas ',212/484 -5113,french,42.0,` san domenico ',' 240 central park s. ',` new york city ',404-233-5993,italian,57.0,1
7,` les celebrites ',' 160 central park s ',` new york ',213/937 -5733,french,42.0,` san domenico ',' 240 central park s. ',` new york city ',702-894-7350,italian,57.0,1
8,` les celebrites ',' 160 central park s ',` new york ',212/682 -8660,french,442.0,` san domenico ',' 240 central park s. ',` new york city ',212-265-5959,italian,57.0,0
9,` les celebrites ',' 160 central park s ',` las vegas ',212/223 -5656,french,42.0,` san domenico ',' 240 central park s. ',` new york city ',212-265-5959,italian,57.0,1
