,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,describing semistructured data,luca cardelli,sigmod record,2001,a fast index for semistructured data,luca cardelli,very large data bases,2001,"('rtable_authors',)","['brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon']",['luca cardelli'],0.03796824,0.9620317,2
23,describing semistructured data,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",vldb j.,2001,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors', 'ltable_venue')","['luca cardelli', 'sigmod record']","['randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron', 'vldb j.']",0.04364959,0.95635045,2
19,describing semistructured data,"michael j. franklin , stanley b. zdonik",sigmod record,1998,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors', 'ltable_year')","['luca cardelli', 2001]","['michael j. franklin , stanley b. zdonik', 1998]",0.07896406,0.9210359,2
18,describing semistructured data,"michael j. franklin , stanley b. zdonik",sigmod conference,2001,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors', 'ltable_venue')","['luca cardelli', 'sigmod record']","['michael j. franklin , stanley b. zdonik', 'sigmod conference']",0.055520218,0.9444798,2
17,describing semistructured data,"michael j. franklin , stanley b. zdonik",sigmod record,2001,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors',)",['luca cardelli'],"['michael j. franklin , stanley b. zdonik']",0.100195296,0.89980465,2
16,describing semistructured data,r. g. g. cattell,sigmod record,1994,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors', 'ltable_year')","['luca cardelli', 2001]","['r. g. g. cattell', 1994]",0.39979127,0.60020876,2
29,describing semistructured data,michael j. franklin,sigmod record,2000,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors', 'ltable_year')","['luca cardelli', 2001]","['michael j. franklin', 2000]",0.017030671,0.9829693,2
14,describing semistructured data,"berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira",sigmod record,2002,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors', 'ltable_year')","['luca cardelli', 2001]","['berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira', 2002]",0.42571333,0.57428664,2
13,describing semistructured data,"berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira",sigmod record,2001,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors', 'ltable_venue')","['luca cardelli', 'sigmod record']","['berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira', 'sigmod record']",0.4248481,0.57515186,2
12,describing semistructured data,"berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira",sigmod record,2001,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001,"('ltable_authors',)",['luca cardelli'],"['berthier a. ribeiro-neto , alberto h. f. laender , altigran soares da silva , juliana s. teixeira']",0.4248481,0.57515186,2
