,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_phone')","[""` shun lee palace '"", '212-371-8844']","[""` pen & pencil '"", '212/682 -8660']",1,0,0.049490772,0.95050925,2
1,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',` new york city ',212/682 -8660,chinese,60,"('rtable_addr', 'rtable_phone')","[""' 155 e. 55th st. '"", '212-371-8844']","[""' 205 e. 45th st. '"", '212/682 -8660']",1,0,0.07162344,0.92837656,2
52,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_phone')","[""` shun lee palace '"", '212-371-8844']","[""` pen & pencil '"", '212/682 -8660']",1,0,0.049490772,0.95050925,2
54,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',new york ',212/682 -8660,chinese,60,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-371-8844']","[""new york '"", '212/682 -8660']",1,0,0.29559338,0.7044066,2
53,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',` new york city ',212/682 -8660,chinese,60,"('rtable_addr', 'rtable_phone')","[""' 155 e. 55th st. '"", '212-371-8844']","[""' 205 e. 45th st. '"", '212/682 -8660']",1,0,0.07162344,0.92837656,2
28,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_phone')","[""` shun lee palace '"", '212-371-8844']","[""` pen & pencil '"", '212/682 -8660']",1,0,0.049490772,0.95050925,2
58,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212/682 -8660,chinese,325,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` shun lee palace '"", '212-371-8844', 60]","[""` pen & pencil '"", '212/682 -8660', 325]",1,0,0.018733382,0.9812666,3
57,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212/682 -8660,american,60,"('rtable_name', 'rtable_phone', 'rtable_res_type')","[""` shun lee palace '"", '212-371-8844', 'chinese']","[""` pen & pencil '"", '212/682 -8660', 'american']",1,0,0.08440528,0.9155947,3
56,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',new york ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` shun lee palace '"", ""` new york city '"", '212-371-8844']","[""` pen & pencil '"", ""new york '"", '212/682 -8660']",1,0,0.04715758,0.95284235,3
55,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 205 e. 45th st. ',` new york city ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` shun lee palace '"", ""' 155 e. 55th st. '"", '212-371-8844']","[""` pen & pencil '"", ""' 205 e. 45th st. '"", '212/682 -8660']",1,0,0.0042331186,0.9957669,3
29,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',',` new york city ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` shun lee palace '"", ""' 155 e. 55th st. '"", '212-371-8844']","[""` pen & pencil '"", ""'"", '212/682 -8660']",1,0,0.16784532,0.8321547,3
30,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` shun lee palace '"", ""` new york city '"", '212-371-8844']","[""` pen & pencil '"", ""` new york '"", '212/682 -8660']",1,0,0.081811525,0.91818845,3
31,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212/682 -8660,american,60,"('rtable_name', 'rtable_phone', 'rtable_res_type')","[""` shun lee palace '"", '212-371-8844', 'chinese']","[""` pen & pencil '"", '212/682 -8660', 'american']",1,0,0.0844053,0.9155947,3
32,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york city ',212/682 -8660,chinese,325,"('rtable_name', 'rtable_phone', 'rtable_class')","[""` shun lee palace '"", '212-371-8844', 60]","[""` pen & pencil '"", '212/682 -8660', 325]",1,0,0.018733378,0.9812666,3
33,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',',` new york ',212/682 -8660,chinese,60,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 155 e. 55th st. '"", ""` new york city '"", '212-371-8844']","[""'"", ""` new york '"", '212/682 -8660']",1,0,0.4156869,0.5843131,3
34,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',',` new york city ',212/682 -8660,chinese,325,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 155 e. 55th st. '"", '212-371-8844', 60]","[""'"", '212/682 -8660', 325]",1,0,0.10084216,0.89915776,3
35,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',` new york ',212/682 -8660,chinese,325,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` new york city '"", '212-371-8844', 60]","[""` new york '"", '212/682 -8660', 325]",1,0,0.08074205,0.919258,3
59,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',new york ',212/682 -8660,chinese,60,"('rtable_addr', 'rtable_city', 'rtable_phone')","[""' 155 e. 55th st. '"", ""` new york city '"", '212-371-8844']","[""' 205 e. 45th st. '"", ""new york '"", '212/682 -8660']",1,0,0.020130746,0.9798693,3
60,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 205 e. 45th st. ',` new york city ',212/682 -8660,chinese,325,"('rtable_addr', 'rtable_phone', 'rtable_class')","[""' 155 e. 55th st. '"", '212-371-8844', 60]","[""' 205 e. 45th st. '"", '212/682 -8660', 325]",1,0,0.096391976,0.903608,3
61,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` shun lee palace ',' 155 e. 55th st. ',new york ',212/682 -8660,chinese,325,"('rtable_city', 'rtable_phone', 'rtable_class')","[""` new york city '"", '212-371-8844', 60]","[""new york '"", '212/682 -8660', 325]",1,0,0.227535,0.772465,3
2,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 205 e. 45th st. ',` new york city ',212/682 -8660,chinese,60,"('rtable_name', 'rtable_addr', 'rtable_phone')","[""` shun lee palace '"", ""' 155 e. 55th st. '"", '212-371-8844']","[""` pen & pencil '"", ""' 205 e. 45th st. '"", '212/682 -8660']",1,0,0.0042331186,0.9957669,3
3,,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,` pen & pencil ',' 155 e. 55th st. ',` new york,212/682 -8660,chinese,60,"('rtable_name', 'rtable_city', 'rtable_phone')","[""` shun lee palace '"", ""` new york city '"", '212-371-8844']","[""` pen & pencil '"", '` new york', '212/682 -8660']",1,0,0.112105176,0.8878948,3
