,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,canon pixma mx700 office all-in-one printer,olympus fe-360 digital camera pink 226540,789.98,1
1,panasonic integrated white telephone system with all-digital answering system kxts620w 2-way recording call waiting caller id speakerphone 3-line lcd data port ringer indicator lamp programmable tone/pulse wall mountable white finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,2 x phone line ( s ) headset white,olympus fe-360 digital camera pink 226540,104.95,1
2,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,top loading polypropylene black,olympus fe-360 digital camera pink 226540,7.99,1
3,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,leather black,olympus fe-360 digital camera pink 226540,104.95,1
4,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,samsung ln22a450 22 ' widescreen 720p lcd hdtv 3000:1 dynamic contrast ratio 8ms response time piano black,olympus fe-360 digital camera pink 226540,1098.72,1
5,panasonic kx-tga820b black dect 6.0 cordless handset kxtga820b compatible with dect kx-tg8231 / 8232 series phone systems dect 6.0 technology answering system with compatible base unit call waiting caller id join in/privacy full color backlit lcd display black finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,16:9 2.7 ' hybrid lcd,olympus fe-360 digital camera pink 226540,104.95,1
6,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,olympus fe-360 digital camera pink 226540,nan,1
7,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,"canon dc310 dvd camcorder w / 41x advanced zoom , built-in lens cover , image stabilization , & canon exclusive - digic dv ii",olympus fe-360 digital camera pink 226540,104.95,1
8,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,139.0,8 megapixel 16:9 3x optical zoom 4x digital zoom 2.5 ' color lcd,olympus fe-360 digital camera pink 226540,461.96,1
9,sony pink cyber-shot 7.2 megapixel digital camera dscw120p 7.2 megapixel 4x optical zoom 2.5 ' tft lcd 15 mb internal memory face detection super steadyshot image stabilization smile shutter mode smart zoom pink finish,sony pink cyber-shot 7.2 megapixel digital camera dscw120p,nan,samsung ln22a450 22 ' widescreen 720p lcd hdtv 3000:1 dynamic contrast ratio 8ms response time piano black,olympus fe-360 digital camera pink 226540,104.95,1
