,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.41976338624954224,0.5802366137504578,2
388,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",0.3899999260902405,0.6100000739097595,2
387,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',york ',212-307-7311,scandinavian,50,"('rtable_city', 'rtable_class')","[""` new york city '"", 24]","[""york '"", 50]",0.43646109104156494,0.5635389089584351,2
386,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_addr', 'rtable_class')","[""'13 w. 54th st. '"", 24]","[""'55 e. 54th st. '"", 50]",0.405708372592926,0.594291627407074,2
385,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_name', 'rtable_class')","['aquavit', 24]","['oceana', 50]",0.3719645142555237,0.6280354857444763,2
384,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.4202190637588501,0.5797809362411499,2
128,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.4202190637588501,0.5797809362411499,2
389,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,seafood,50,"('rtable_res_type', 'rtable_class')","['scandinavian', 24]","['seafood', 50]",0.41762280464172363,0.5823771953582764,2
129,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_name', 'rtable_class')","['aquavit', 24]","['oceana', 50]",0.3719645142555237,0.6280354857444763,2
131,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york ',212-307-7311,scandinavian,50,"('rtable_city', 'rtable_class')","[""` new york city '"", 24]","[""` new york '"", 50]",0.4216402769088745,0.5783597230911255,2
132,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",0.3899999260902405,0.6100000739097595,2
133,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,seafood,50,"('rtable_res_type', 'rtable_class')","['scandinavian', 24]","['seafood', 50]",0.41762280464172363,0.5823771953582764,2
357,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,seafood,50,"('rtable_res_type', 'rtable_class')","['scandinavian', 24]","['seafood', 50]",0.41762280464172363,0.5823771953582764,2
356,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",0.3899999260902405,0.6100000739097595,2
355,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',`,212-307-7311,scandinavian,50,"('rtable_city', 'rtable_class')","[""` new york city '"", 24]","['`', 50]",0.46587759256362915,0.5341224074363708,2
130,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_addr', 'rtable_class')","[""'13 w. 54th st. '"", 24]","[""54th st. '"", 50]",0.4200447201728821,0.5799552798271179,2
354,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_addr', 'rtable_class')","[""'13 w. 54th st. '"", 24]","[""'55 e. 54th st. '"", 50]",0.405708372592926,0.594291627407074,2
225,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_name', 'rtable_class')","['aquavit', 24]","['oceana', 50]",0.37196457386016846,0.6280354261398315,2
100,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",0.3899999260902405,0.6100000739097595,2
451,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',',212-307-7311,scandinavian,50,"('rtable_city', 'rtable_class')","[""` new york city '"", 24]","[""'"", 50]",0.4636894464492798,0.5363105535507202,2
450,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_addr', 'rtable_class')","[""'13 w. 54th st. '"", 24]","[""'55 e. 54th st. '"", 50]",0.405708372592926,0.594291627407074,2
449,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_name', 'rtable_class')","['aquavit', 24]","['oceana', 50]",0.3719645142555237,0.6280354857444763,2
448,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.4202190637588501,0.5797809362411499,2
421,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,seafood,50,"('rtable_res_type', 'rtable_class')","['scandinavian', 24]","['seafood', 50]",0.41762280464172363,0.5823771953582764,2
420,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212/759 -5941,scandinavian,50,"('rtable_phone', 'rtable_class')","['212-307-7311', 24]","['212/759 -5941', 50]",0.3899998664855957,0.6100001335144043,2
101,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,seafood,50,"('rtable_res_type', 'rtable_class')","['scandinavian', 24]","['seafood', 50]",0.41762280464172363,0.5823771953582764,2
419,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new,212-307-7311,scandinavian,50,"('rtable_city', 'rtable_class')","[""` new york city '"", 24]","['` new', 50]",0.44011157751083374,0.5598884224891663,2
417,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_name', 'rtable_class')","['aquavit', 24]","['oceana', 50]",0.3719645142555237,0.6280354857444763,2
416,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.4202190637588501,0.5797809362411499,2
96,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.41976338624954224,0.5802366137504578,2
97,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_name', 'rtable_class')","['aquavit', 24]","['oceana', 50]",0.37196457386016846,0.6280354261398315,2
98,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55,` new york city ',212-307-7311,scandinavian,50,"('rtable_addr', 'rtable_class')","[""'13 w. 54th st. '"", 24]","[""'55"", 50]",0.4295921325683594,0.5704078674316406,2
99,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york ',212-307-7311,scandinavian,50,"('rtable_city', 'rtable_class')","[""` new york city '"", 24]","[""` new york '"", 50]",0.4216402769088745,0.5783597230911255,2
418,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'55 e. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_addr', 'rtable_class')","[""'13 w. 54th st. '"", 24]","[""'55 e. 54th st. '"", 50]",0.405708372592926,0.594291627407074,2
353,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_name', 'rtable_class')","['aquavit', 24]","['oceana', 50]",0.37196457386016846,0.6280354261398315,2
352,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.41976338624954224,0.5802366137504578,2
325,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,seafood,50,"('rtable_res_type', 'rtable_class')","['scandinavian', 24]","['seafood', 50]",0.41762280464172363,0.5823771953582764,2
259,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york ',212-307-7311,scandinavian,50,"('rtable_city', 'rtable_class')","[""` new york city '"", 24]","[""` new york '"", 50]",0.4216402769088745,0.5783597230911255,2
192,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('rtable_class',)",[24],[50],0.4202190637588501,0.5797809362411499,2
