,label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus slim leather case 202087,top loading neoprene black,11.89,"('rtable_name',)",['olympus neoprene soft camera case 202066'],['olympus slim leather case 202087'],1,0,0.021346567,0.97865343,2
101,,lg lrbp1031 white bottom-freezer refrigerator lrbp1031wh,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus neoprene soft camera case 202066,top loading neoprene black,11.89,"('ltable_name',)",['olympus premium slim leather case in black 202087'],['lg lrbp1031 white bottom-freezer refrigerator lrbp1031wh'],1,0,0.019232873,0.98076713,2
99,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus neoprene soft camera case 202066,bose acoustimass 5 series iii speaker,399.0,"('rtable_description', 'rtable_price')","['top loading neoprene black', 11.89]","['bose acoustimass 5 series iii speaker', 399.0]",1,0,0.23294108,0.76705885,2
98,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,bose acoustimass 5 series iii speaker system am53bk,top loading neoprene black,399.0,"('rtable_name', 'rtable_price')","['olympus neoprene soft camera case 202066', 11.89]","['bose acoustimass 5 series iii speaker system am53bk', 399.0]",1,0,0.055951886,0.94404817,2
97,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,bose acoustimass 5 series iii speaker system am53bk,bose acoustimass 5 series iii speaker,11.89,"('rtable_name', 'rtable_description')","['olympus neoprene soft camera case 202066', 'top loading neoprene black']","['bose acoustimass 5 series iii speaker system am53bk', 'bose acoustimass 5 series iii speaker']",1,0,0.21606371,0.7839363,2
95,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus neoprene soft camera case 202066,bose acoustimass 5 series iii,399.0,"('rtable_description', 'rtable_price')","['top loading neoprene black', 11.89]","['bose acoustimass 5 series iii', 399.0]",1,0,0.08800165,0.91199833,2
94,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,bose acoustimass 5 series iii speaker system am53bk,top loading neoprene black,399.0,"('rtable_name', 'rtable_price')","['olympus neoprene soft camera case 202066', 11.89]","['bose acoustimass 5 series iii speaker system am53bk', 399.0]",1,0,0.05595191,0.94404805,2
92,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,olympus neoprene soft camera case 202066,speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,399.0,"('rtable_description', 'rtable_price')","['top loading neoprene black', 11.89]","[""speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish"", 399.0]",1,0,0.052112445,0.9478876,2
91,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,bose acoustimass 5 series iii speaker system am53bk,top loading neoprene black,399.0,"('rtable_name', 'rtable_price')","['olympus neoprene soft camera case 202066', 11.89]","['bose acoustimass 5 series iii speaker system am53bk', 399.0]",1,0,0.05595191,0.94404805,2
90,,olympus premium slim leather case in black 202087,olympus 202087-410 premium slim leather case in black 202087 slim classic leather saddle bag design magnetic closure clasp leather wrist strap interior pocket compatible with fe200 and fe230 black finish,,bose acoustimass 5 series iii speaker system am53bk,speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,11.89,"('rtable_name', 'rtable_description')","['olympus neoprene soft camera case 202066', 'top loading neoprene black']","['bose acoustimass 5 series iii speaker system am53bk', ""speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",1,0,0.08070688,0.91929317,2
